"_id",stationSupervisedRef,chargePointSupervisedRef,plugSupervisedRef,startDate,startingMediumCode,stopDate,stopReason,stoppingMediumCode
58ff67cae4b0f5defa6408c6,FR*SOD*S*BELI*11*1*_*_,FR*SOD*E*BELI*11*1*3*_,FR*SOD*X*BELI*11*1*3*3,1493133208,42b8d7aaa4881,1493134546,Badge,42b8d7aaa4881
58ff6739e4b0f5defa640613,FR*SOD*S*BELI*11*1*_*_,FR*SOD*E*BELI*11*1*1*_,FR*SOD*X*BELI*11*1*1*6,1493133059,42b8d7aaa4881,1493133148,End Of Charge,
58ff6735e4b0f5defa6405f9,FR*SOD*S*BELI*47*1*_*_,FR*SOD*E*BELI*47*1*3*_,FR*SOD*X*BELI*47*1*3*2,1493133034,40b72821d4e80,1493133174,Badge,40b72821d4e80
58ff65dbe4b0f5defa63fd88,FR*SOD*S*BELI*11*1*_*_,FR*SOD*E*BELI*11*1*1*_,FR*SOD*X*BELI*11*1*1*6,1493132741,42b8d7aaa4881,1493132816,End Of Charge,
58ff6434e4b0f5defa63f694,FR*SOD*S*BELI*15*1*_*_,FR*SOD*E*BELI*15*1*3*_,FR*SOD*X*BELI*15*1*3*5,1493132319,456e1d21a4e80,1493134707,End Of Charge,
58ff63a8e4b0f5defa63f455,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*3*_,FR*SOD*X*BELI*21*1*3*4,1493132125,46cdad21a4e80,1493135598,Cable Unlock,
58ff6122e4b0f5defa63e7d3,FR*SOD*S*BELI*53*1*_*_,FR*SOD*E*BELI*53*1*3*_,FR*SOD*X*BELI*53*1*3*5,1493131507,49cd5821d4e80,1493134095,Badge,49cd5821d4e80
58ff6076e4b0f5defa63e585,FR*SOD*S*BELI*14*1*_*_,FR*SOD*E*BELI*14*1*1*_,FR*SOD*X*BELI*14*1*1*6,1493131364,4d1c3821d4e80,1493131407,Badge,4d1c3821d4e80
58ff58a9e4b0f5defa63bea4,FR*SOD*S*BELI*20*1*_*_,FR*SOD*E*BELI*20*1*3*_,FR*SOD*X*BELI*20*1*3*3,1493129346,417c4821d4e81,1493134082,Badge,417c4821d4e81
58ff5881e4b0f5defa63be22,FR*SOD*S*BELI*11*1*_*_,FR*SOD*E*BELI*11*1*3*_,FR*SOD*X*BELI*11*1*3*3,1493129314,4893f7aaa4880,1493132759,Badge,4893f7aaa4880
58ff52a2e4b0f5defa63ac1d,FR*SOD*S*BELI*15*1*_*_,FR*SOD*E*BELI*15*1*3*_,FR*SOD*X*BELI*15*1*3*5,1493127802,46d957aaa4880,1493129525,Badge,46d957aaa4880
58ff5204e4b0f5defa63a4f1,FR*SOD*S*BELI*18*1*_*_,FR*SOD*E*BELI*18*1*3*_,FR*SOD*X*BELI*18*1*3*3,1493127664,43ab27aaa4880,1493130859,Badge,43ab27aaa4880
58ff5137e4b0f5defa63a19f,FR*SOD*S*BELI*10*1*_*_,FR*SOD*E*BELI*10*1*3*_,FR*SOD*X*BELI*10*1*3*2,1493127413,4d8a0921d4e80,1493133172,Badge,4d8a0921d4e80
58ff4fa1e4b0f5defa639b9e,FR*SOD*S*BELI*53*1*_*_,FR*SOD*E*BELI*53*1*3*_,FR*SOD*X*BELI*53*1*3*5,1493127054,410c57aaa4881,1493130011,Badge,410c57aaa4881
58ff4b58e4b0f5defa638bda,FR*SOD*S*BELI*14*1*_*_,FR*SOD*E*BELI*14*1*1*_,FR*SOD*X*BELI*14*1*1*6,1493125947,4d1c3821d4e80,1493129613,End Of Charge,
58ff4928e4b0f5defa6384ae,FR*SOD*S*BELI*62*1*_*_,FR*SOD*E*BELI*62*1*3*_,FR*SOD*X*BELI*62*1*3*1,1493125380,457d5821d4e80,1493127825,Cable Unlock,
58ff42aee4b0f5defa63706f,FR*SOD*S*BELI*57*1*_*_,FR*SOD*E*BELI*57*1*3*_,FR*SOD*X*BELI*57*1*3*4,1493123713,4d307d21a4e84,1493125304,Remote Stop,
58ff4247e4b0f5defa636f06,FR*SOD*S*BELI*57*1*_*_,FR*SOD*E*BELI*57*1*3*_,FR*SOD*X*BELI*57*1*3*4,1493123625,4d307d21a4e84,1493123699,Badge,4d307d21a4e84
58ff406ee4b0f5defa63685e,FR*SOD*S*BELI*18*1*_*_,FR*SOD*E*BELI*18*1*1*_,FR*SOD*X*BELI*18*1*1*1,1493123149,49d8fd21a4e80,1493133081,Badge,49d8fd21a4e80
58ff3f54e4b0f5defa6365a3,FR*SOD*S*BELI*62*1*_*_,FR*SOD*E*BELI*62*1*1*_,FR*SOD*X*BELI*62*1*1*6,1493122879,40da4821d4e80,1493124715,Badge,40da4821d4e80
58ff3eb9e4b0f5defa6363cb,FR*SOD*S*BELI*42*1*_*_,FR*SOD*E*BELI*42*1*3*_,FR*SOD*X*BELI*42*1*3*4,1493122728,49db0821d4e80,1493123752,Badge,49db0821d4e80
58ff3ebbe4b0f5defa6363cf,FR*SOD*S*BELI*11*1*_*_,FR*SOD*E*BELI*11*1*3*_,FR*SOD*X*BELI*11*1*3*3,1493122704,4c37c7aaa4880,1493126413,End Of Charge,
58ff3d58e4b0f5defa635e4c,FR*SOD*S*BELI*21*1*_*_,FR*SOD*E*BELI*21*1*1*_,FR*SOD*X*BELI*21*1*1*2,1493122366,4a6327aaa4880,1493123468,End Of Charge,
58ff3b4ee4b0f5defa635632,FR*SOD*S*BELI*7*1*_*_,FR*SOD*E*BELI*7*1*3*_,FR*SOD*X*BELI*7*1*3*6,1493121846,435d1821d4e80,1493124419,Badge,435d1821d4e80
58ff3767e4b0f5defa6348fe,FR*SOD*S*BELI*17*1*_*_,FR*SOD*E*BELI*17*1*1*_,FR*SOD*X*BELI*17*1*1*3,1493120852,43f8e9aab4880,1493121857,Badge,43f8e9aab4880
58ff2fb0e4b0f5defa631a74,FR*SOD*S*BELI*26*1*_*_,FR*SOD*E*BELI*26*1*3*_,FR*SOD*X*BELI*26*1*3*1,1493118833,453e09aab4880,1493126675,Badge,453e09aab4880
