"Start","End","Day","Weekend","Arrival","Charge.Duration","Idle.Duration","Park.Duration","Energy"
2019-05-23 11:31:16,2019-05-23 14:45:28,"Thursday",0,11.52,117.75,76.45,194.2,6.92154527777778
2019-05-24 13:02:04,2019-05-24 14:19:22,"Friday",0,13.03,40.5166666666667,36.7833333333333,77.3,4.52109166666667
2019-05-24 13:28:57,2019-05-24 18:07:35,"Friday",0,13.47,13.65,264.983333333333,278.633333333333,23.199
2019-06-12 09:20:40,2019-06-12 17:30:50,"Wednesday",0,9.33,58.25,431.916666666667,490.166666666667,5.545
2019-06-12 13:42:33,2019-06-12 19:15:01,"Wednesday",0,13.7,236.566666666667,95.9,332.466666666667,12.847
2019-06-13 10:09:05,2019-06-13 12:05:08,"Thursday",0,10.15,115.716666666667,0.333333333333329,116.05,12.1
2019-06-13 10:44:40,2019-06-13 15:12:38,"Thursday",0,10.73,92.9333333333333,175.033333333333,267.966666666667,8.874
2019-06-13 11:31:39,2019-06-13 19:21:27,"Thursday",0,11.52,188.433333333333,281.366666666667,469.8,10.197
2019-06-13 13:06:01,2019-06-13 18:37:46,"Thursday",0,13.1,82.35,249.4,331.75,8.68
2019-06-13 14:27:24,2019-06-13 21:37:27,"Thursday",0,14.45,429.983333333333,0.0666666666666629,430.05,32.137
2019-06-13 17:02:12,2019-06-13 17:14:40,"Friday",0,17.03,12.4,0.0666666666666664,12.4666666666667,1.183
2019-06-14 09:08:23,2019-06-14 15:27:09,"Friday",0,9.13,53.85,324.916666666667,378.766666666667,5.177
2019-06-14 14:40:47,2019-06-14 16:31:23,"Friday",0,14.67,110.4,0.199999999999989,110.6,11.592
2019-06-14 16:46:26,2019-06-14 21:07:42,"Friday",0,16.77,126.8,134.466666666667,261.266666666667,11.453
2019-06-17 08:25:08,2019-06-17 09:10:31,"Monday",0,8.42,45.25,0.133333333333333,45.3833333333333,4.731
2019-06-17 11:29:57,2019-06-17 19:10:41,"Monday",0,11.48,221.333333333333,239.4,460.733333333333,11.868
2019-06-17 13:15:45,2019-06-17 20:55:58,"Monday",0,13.25,460,0.21666666666664,460.216666666667,48.185
2019-06-18 14:41:04,2019-06-18 21:07:54,"Tuesday",0,14.68,198.85,187.983333333333,386.833333333333,20.773
2019-06-19 10:08:22,2019-06-19 18:19:19,"Wednesday",0,10.13,490.55,0.399999999999977,490.95,46.885
2019-06-19 12:20:59,2019-06-19 17:35:43,"Wednesday",0,12.33,193.683333333333,121.05,314.733333333333,10.452
2019-06-20 11:35:05,2019-06-20 17:15:10,"Thursday",0,11.58,259.216666666667,80.8666666666667,340.083333333333,13.998
2019-06-21 11:47:22,2019-06-21 13:06:07,"Friday",0,11.78,78.6666666666667,0.0833333333333286,78.75,8.227
2019-06-21 13:30:49,2019-06-21 13:55:54,"Friday",0,13.5,24.9333333333333,0.149999999999999,25.0833333333333,2.517
2019-06-21 14:01:09,2019-06-21 17:14:46,"Friday",0,14.02,193.416666666667,0.200000000000017,193.616666666667,20.362
2019-06-21 15:13:48,2019-06-21 20:56:50,"Friday",0,15.22,291.716666666667,51.3166666666667,343.033333333333,30.701
2019-06-24 09:38:43,2019-06-24 11:04:55,"Monday",0,9.63,14.25,71.95,86.2,3.949
2019-06-28 07:23:55,2019-06-28 15:06:53,"Friday",0,7.38,291.983333333333,170.983333333333,462.966666666667,23.715
2019-06-28 09:35:28,2019-06-28 12:21:14,"Friday",0,9.58,143.233333333333,22.5333333333334,165.766666666667,15.307
2019-06-28 11:13:28,2019-06-28 17:48:11,"Friday",0,11.22,237.683333333333,157.033333333333,394.716666666667,12.942
2019-06-28 13:39:01,2019-06-28 20:15:38,"Friday",0,13.65,381.966666666667,14.65,396.616666666667,40.021
2019-07-01 07:40:24,2019-07-01 17:56:28,"Monday",0,7.67,418.683333333333,197.383333333333,616.066666666667,36.237
2019-07-01 09:34:26,2019-07-01 12:00:26,"Monday",0,9.57,145.866666666667,0.133333333333326,146,15.046
