"Start","End","Day","Weekend","Arrival","Charge.Duration","Park.Duration","Energy"
2018-05-13 17:05:00,2018-05-13 19:57:00,"Sunday",1,17.08,157.116666666667,171.733333333333,3.519
2018-05-13 17:08:00,2018-05-13 18:45:00,"Sunday",1,17.13,96.9833333333333,97.2,9.851
2018-05-13 17:09:00,2018-05-13 17:46:00,"Sunday",1,17.15,36.5666666666667,36.95,3.628
2018-05-13 17:32:00,2018-05-13 20:21:00,"Sunday",1,17.53,168.55,169,16.811
2018-05-13 17:49:00,2018-05-13 20:28:00,"Sunday",1,17.82,140.266666666667,159.083333333333,8.458
2018-05-13 17:49:00,2018-05-13 19:03:00,"Sunday",1,17.82,73.7,73.95,4.122
2018-05-13 18:21:00,2018-05-13 19:49:00,"Sunday",1,18.35,28.95,88.55,1.053
2018-05-13 18:51:00,2018-05-13 20:06:00,"Sunday",1,18.85,74.0333333333333,74.6333333333333,3.505
2018-05-13 19:10:00,2018-05-13 20:43:00,"Sunday",1,19.17,93.0666666666667,93.2833333333333,7.284
2018-05-13 19:22:00,2018-05-13 20:23:00,"Sunday",1,19.37,60.25,60.5166666666667,4.017
2018-05-13 19:36:00,2018-05-13 21:01:00,"Sunday",1,19.6,79.8666666666667,85.5,3.691
2018-05-13 19:48:00,2018-05-13 22:32:00,"Sunday",1,19.8,98.9166666666667,163.666666666667,10.079
2018-05-13 20:07:00,2018-05-13 21:22:00,"Sunday",1,20.12,75.1166666666667,75.3166666666667,7.549
2018-05-13 22:31:00,2018-05-13 23:40:00,"Sunday",1,22.52,69.5166666666667,69.6666666666667,3.794
2018-05-13 22:53:00,2018-05-14 00:04:00,"Sunday",1,22.88,70.8166666666667,71.0333333333333,7.513
2018-05-13 22:59:00,2018-05-14 01:30:00,"Sunday",1,22.98,122.583333333333,151.933333333333,6.508
2018-05-14 00:59:00,2018-05-14 06:27:00,"Monday",0,0.98,327.983333333333,328.366666666667,38
2018-05-14 01:08:00,2018-05-14 02:21:00,"Monday",0,1.13,33.0166666666667,73.8166666666667,1.505
2018-05-14 02:23:00,2018-05-14 12:37:00,"Monday",0,2.38,230.633333333333,613.433333333333,16.993
2018-05-14 12:03:00,2018-05-14 12:52:00,"Monday",0,12.05,48.4833333333333,48.6333333333333,4.855
2018-05-14 13:35:00,2018-05-14 19:24:00,"Monday",0,13.58,150.383333333333,348.583333333333,9.116
2018-05-14 14:06:00,2018-05-14 17:31:00,"Monday",0,14.1,198.633333333333,205.183333333333,19.89
2018-05-14 14:19:00,2018-05-14 16:28:00,"Monday",0,14.32,128.783333333333,129.066666666667,8.273
2018-05-14 15:10:00,2018-05-14 18:03:00,"Monday",0,15.17,172.266666666667,172.333333333333,16.872
2018-05-14 16:31:00,2018-05-14 18:31:00,"Monday",0,16.52,120.383333333333,120.483333333333,7.648
2018-05-14 16:41:00,2018-05-14 17:18:00,"Monday",0,16.68,36.65,36.9833333333333,1.868
2018-05-14 16:59:00,2018-05-14 18:31:00,"Monday",0,16.98,91.3,91.7333333333333,2.319
2018-05-14 17:49:00,2018-05-14 18:29:00,"Monday",0,17.82,0.35,39.3666666666667,0.011
2018-05-14 20:00:00,2018-05-14 21:15:00,"Monday",0,20,74.8166666666667,74.95,4.553
2018-05-14 20:18:00,2018-05-15 19:09:00,"Monday",0,20.3,29.1333333333333,1371.63333333333,1.517
2018-05-14 23:11:00,2018-05-14 23:48:00,"Monday",0,23.18,37.3,37.5,2.002
2018-05-14 23:14:00,2018-05-15 00:02:00,"Monday",0,23.23,47.7,47.8833333333333,2.857
2018-05-14 23:43:00,2018-05-15 01:05:00,"Monday",0,23.72,80.25,82.0333333333333,4.318
2018-05-14 23:53:00,2018-05-15 03:17:00,"Monday",0,23.88,0.3,204.75,0.011
2018-05-15 12:01:00,2018-05-15 13:21:00,"Tuesday",0,12.02,79.9166666666667,80.1666666666667,8.066
2018-05-15 12:06:00,2018-05-15 13:02:00,"Tuesday",0,12.1,56.3,56.6,5.631
2018-05-15 13:08:00,2018-05-15 14:39:00,"Tuesday",0,13.13,90.95,91.1833333333333,9.106
2018-05-15 13:41:00,2018-05-15 14:56:00,"Tuesday",0,13.68,55.2333333333333,74.55,3.117
2018-05-15 13:59:00,2018-05-15 15:49:00,"Tuesday",0,13.98,109.866666666667,110.2,10.789
2018-05-15 14:03:00,2018-05-15 16:32:00,"Tuesday",0,14.05,148.05,148.15,12.935
2018-05-15 14:58:00,2018-05-15 17:54:00,"Tuesday",0,14.97,175.783333333333,175.95,17.181
2018-05-15 15:04:00,2018-05-15 16:28:00,"Tuesday",0,15.07,83.4333333333333,83.6166666666667,8.37
2018-05-15 17:52:00,2018-05-15 20:00:00,"Tuesday",0,17.87,114.4,128.333333333333,7.178
2018-05-15 17:56:00,2018-05-15 19:08:00,"Tuesday",0,17.93,71.75,72.0166666666667,2.725
2018-05-15 18:00:00,2018-05-15 18:55:00,"Tuesday",0,18,27.2,54.1833333333333,2.76
2018-05-15 18:23:00,2018-05-15 19:44:00,"Tuesday",0,18.38,80.8166666666667,81.05,5.153
2018-05-15 19:33:00,2018-05-15 23:29:00,"Tuesday",0,19.55,135.25,235.483333333333,7.337
2018-05-15 19:57:00,2018-05-16 15:33:00,"Tuesday",0,19.95,82.4833333333333,1176.01666666667,4.605
2018-05-15 20:50:00,2018-05-15 21:45:00,"Tuesday",0,20.83,49.6166666666667,55.8333333333333,5.072
2018-05-15 20:52:00,2018-05-15 23:14:00,"Tuesday",0,20.87,137.033333333333,141.983333333333,7.4
2018-05-15 22:36:00,2018-05-16 02:29:00,"Tuesday",0,22.6,0.55,232.85,0.021
2018-05-16 00:48:00,2018-05-16 02:11:00,"Wednesday",0,0.8,82.5,82.7833333333333,8.052
2018-05-16 06:43:00,2018-05-16 16:02:00,"Wednesday",0,6.72,307.266666666667,558.983333333333,33.301
2018-05-16 11:28:00,2018-05-16 13:12:00,"Wednesday",0,11.47,104.35,104.633333333333,2.494
2018-05-16 12:04:00,2018-05-16 12:57:00,"Wednesday",0,12.07,52.7333333333333,52.9833333333333,5.289
2018-05-16 12:40:00,2018-05-16 16:38:00,"Wednesday",0,12.67,198.95,238.4,14.547
2018-05-16 13:59:00,2018-05-16 14:13:00,"Wednesday",0,13.98,14.3,14.4166666666667,0.909
2018-05-16 15:00:00,2018-05-16 18:13:00,"Wednesday",0,15,192.25,192.383333333333,14.203
2018-05-16 15:01:00,2018-05-16 16:10:00,"Wednesday",0,15.02,68.7833333333333,69.05,4.19
2018-05-16 15:42:00,2018-05-16 17:20:00,"Wednesday",0,15.7,66.25,97.6833333333333,2.711
2018-05-16 16:45:00,2018-05-16 17:08:00,"Wednesday",0,16.75,23.5666666666667,23.7833333333333,1.448
2018-05-16 17:52:00,2018-05-16 20:06:00,"Wednesday",0,17.87,133.65,133.95,12.72
2018-05-16 18:00:00,2018-05-16 19:42:00,"Wednesday",0,18,84.9166666666667,102.416666666667,7.759
2018-05-16 18:08:00,2018-05-16 21:14:00,"Wednesday",0,18.13,185.4,185.916666666667,18.101
2018-05-16 18:58:00,2018-05-16 20:10:00,"Wednesday",0,18.97,72.25,72.4833333333333,6.897
2018-05-16 19:40:00,2018-05-16 19:58:00,"Wednesday",0,19.67,17.45,18.55,1.058
2018-05-16 20:59:00,2018-05-17 16:53:00,"Wednesday",0,20.98,199.933333333333,1193.76666666667,11.428
2018-05-16 22:14:00,2018-05-17 00:00:00,"Wednesday",0,22.23,86.9666666666667,106.266666666667,4.295
2018-05-16 22:32:00,2018-05-16 23:53:00,"Wednesday",0,22.53,59.9666666666667,81.15,2.603
2018-05-17 00:35:00,2018-05-17 01:45:00,"Thursday",0,0.58,69.8666666666667,70.0833333333333,4.485
2018-05-17 00:51:00,2018-05-17 02:42:00,"Thursday",0,0.85,110.366666666667,110.75,8.698
2018-05-17 01:21:00,2018-05-17 02:07:00,"Thursday",0,1.35,45.6666666666667,46.35,1.564
2018-05-17 01:22:00,2018-05-17 04:22:00,"Thursday",0,1.37,179.333333333333,179.75,20.788
2018-05-17 12:02:00,2018-05-17 12:55:00,"Thursday",0,12.03,53.0333333333333,53.4,5.199
2018-05-17 12:55:00,2018-05-17 15:58:00,"Thursday",0,12.92,162.916666666667,182.7,16.115
2018-05-17 13:11:00,2018-05-17 22:49:00,"Thursday",0,13.18,154.166666666667,577.6,9.688
2018-05-17 14:08:00,2018-05-17 17:31:00,"Thursday",0,14.13,61.0833333333333,202.716666666667,1.734
2018-05-17 14:30:00,2018-05-17 14:59:00,"Thursday",0,14.5,29.2166666666667,29.35,2.938
2018-05-17 16:55:00,2018-05-17 19:03:00,"Thursday",0,16.92,125.966666666667,127.983333333333,5.214
2018-05-17 17:41:00,2018-05-17 20:54:00,"Thursday",0,17.68,125.8,193.9,6.752
2018-05-17 17:51:00,2018-05-17 20:31:00,"Thursday",0,17.85,72.55,159.333333333333,4.11
2018-05-17 18:25:00,2018-05-17 20:48:00,"Thursday",0,18.42,143.166666666667,143.35,14.348
2018-05-17 18:46:00,2018-05-17 19:55:00,"Thursday",0,18.77,69.05,69.6666666666667,6.951
2018-05-17 19:39:00,2018-05-17 20:45:00,"Thursday",0,19.65,65.4166666666667,65.6,4.964
2018-05-17 20:17:00,2018-05-18 14:16:00,"Thursday",0,20.28,153.666666666667,1078.5,10.505
2018-05-17 21:01:00,2018-05-18 14:25:00,"Thursday",0,21.02,34.4666666666667,1044.28333333333,1.521
2018-05-17 21:09:00,2018-05-17 22:52:00,"Thursday",0,21.15,101.95,102.433333333333,10.234
2018-05-17 21:57:00,2018-05-18 00:14:00,"Thursday",0,21.95,108.6,136.183333333333,6.428
2018-05-17 22:17:00,2018-05-18 00:20:00,"Thursday",0,22.28,122.883333333333,123.2,11.909
2018-05-17 22:41:00,2018-05-18 00:23:00,"Thursday",0,22.68,101.566666666667,101.816666666667,5.696
2018-05-17 22:51:00,2018-05-18 00:28:00,"Thursday",0,22.85,96.3666666666667,96.6333333333333,5.062
2018-05-17 23:39:00,2018-05-18 03:03:00,"Thursday",0,23.65,180.533333333333,203.883333333333,13.467
2018-05-17 23:59:00,2018-05-18 00:49:00,"Thursday",0,23.98,49.4,49.5,2.961
2018-05-18 01:13:00,2018-05-18 03:59:00,"Friday",0,1.22,104,166.266666666667,6.367
2018-05-18 01:30:00,2018-05-18 03:05:00,"Friday",0,1.5,94.7333333333333,94.9333333333333,5.245
2018-05-18 11:59:00,2018-05-18 12:50:00,"Friday",0,11.98,50.3833333333333,50.6333333333333,4.933
2018-05-18 13:54:00,2018-05-18 15:12:00,"Friday",0,13.9,77.5,77.7666666666667,7.76
2018-05-18 15:10:00,2018-05-18 17:29:00,"Friday",0,15.17,24.2333333333333,139.9,1.169
2018-05-18 15:28:00,2018-05-18 16:02:00,"Friday",0,15.47,21.9666666666667,34.25,2.165
2018-05-18 15:58:00,2018-05-18 19:39:00,"Friday",0,15.97,202.883333333333,220.166666666667,9.544
2018-05-18 16:19:00,2018-05-18 17:47:00,"Friday",0,16.32,86.9333333333333,87.6833333333333,8.788
2018-05-18 16:41:00,2018-05-18 23:38:00,"Friday",0,16.68,130.083333333333,416.4,8.035
2018-05-18 17:14:00,2018-05-18 21:45:00,"Friday",0,17.23,107.716666666667,271.383333333333,6.034
2018-05-18 18:35:00,2018-05-18 19:55:00,"Friday",0,18.58,79.6833333333333,79.8,4.35
2018-05-18 18:37:00,2018-05-18 20:01:00,"Friday",0,18.62,83.8166666666667,84.0833333333333,8.147
2018-05-18 19:07:00,2018-05-18 20:48:00,"Friday",0,19.12,99.9833333333333,100.166666666667,8.973
2018-05-18 19:18:00,2018-05-18 20:13:00,"Friday",0,19.3,54.7,54.8333333333333,5.298
2018-05-18 20:11:00,2018-05-18 21:20:00,"Friday",0,20.18,68.35,68.8166666666667,3.683
2018-05-18 20:28:00,2018-05-18 20:42:00,"Friday",0,20.47,13.9666666666667,14.0833333333333,1.363
2018-05-18 22:21:00,2018-05-19 00:02:00,"Friday",0,22.35,99.7166666666667,100.283333333333,4.195
2018-05-18 23:23:00,2018-05-19 00:14:00,"Friday",0,23.38,50.3833333333333,50.5666666666667,5.05
2018-05-19 00:18:00,2018-05-19 02:01:00,"Saturday",1,0.3,102.433333333333,102.833333333333,6.331
2018-05-19 01:21:00,2018-05-19 03:28:00,"Saturday",1,1.35,127.1,127.366666666667,8.986
2018-05-19 02:07:00,2018-05-19 02:57:00,"Saturday",1,2.12,49.85,50.1666666666667,3.08
2018-05-19 14:40:00,2018-05-19 16:36:00,"Saturday",1,14.67,85.75,116.133333333333,8.46
2018-05-19 15:35:00,2018-05-19 15:45:00,"Saturday",1,15.58,9.51666666666667,9.7,0.906
2018-05-19 15:52:00,2018-05-19 15:57:00,"Saturday",1,15.87,5.05,5.21666666666667,0.427
2018-05-19 16:06:00,2018-05-19 18:49:00,"Saturday",1,16.1,138.383333333333,162.95,12.417
2018-05-19 17:02:00,2018-05-19 17:53:00,"Saturday",1,17.03,51,51.2666666666667,3.014
2018-05-19 17:26:00,2018-05-19 20:20:00,"Saturday",1,17.43,68.9333333333333,174.3,7.942
2018-05-19 17:46:00,2018-05-19 18:32:00,"Saturday",1,17.77,45.75,46,4.562
2018-05-19 17:51:00,2018-05-19 19:18:00,"Saturday",1,17.85,54.4166666666667,87.4333333333333,2.299
2018-05-19 18:44:00,2018-05-19 20:00:00,"Saturday",1,18.73,75.3666666666667,75.65,4.241
2018-05-19 19:05:00,2018-05-19 19:50:00,"Saturday",1,19.08,44.6333333333333,44.9166666666667,4.523
2018-05-19 19:31:00,2018-05-19 21:57:00,"Saturday",1,19.52,144.566666666667,145.966666666667,14.028
2018-05-19 20:00:00,2018-05-19 21:03:00,"Saturday",1,20,62.55,63.0833333333333,2.393
2018-05-19 20:42:00,2018-05-19 22:05:00,"Saturday",1,20.7,80.9833333333333,82.6833333333333,4.409
2018-05-19 21:38:00,2018-05-19 23:19:00,"Saturday",1,21.63,101.05,101.25,10.254
2018-05-19 23:41:00,2018-05-20 00:48:00,"Saturday",1,23.68,36.2333333333333,66.8833333333333,2.229
2018-05-20 00:00:00,2018-05-20 01:12:00,"Sunday",1,0,72.4833333333333,72.8166666666667,3.929
2018-05-20 00:32:00,2018-05-20 02:49:00,"Sunday",1,0.53,136.25,136.566666666667,7.071
2018-05-20 01:01:00,2018-05-20 01:41:00,"Sunday",1,1.02,39.85,39.9666666666667,3.926
2018-05-20 01:08:00,2018-05-20 03:13:00,"Sunday",1,1.13,125.266666666667,125.5,13.446
2018-05-20 01:24:00,2018-05-20 03:08:00,"Sunday",1,1.4,103.933333333333,104.066666666667,9.484
2018-05-20 01:28:00,2018-05-20 03:16:00,"Sunday",1,1.47,107.8,108.066666666667,9.829
2018-05-20 03:39:00,2018-05-20 05:28:00,"Sunday",1,3.65,108.616666666667,108.883333333333,11.035
2018-05-20 09:59:00,2018-05-20 13:07:00,"Sunday",1,9.98,187.4,187.916666666667,16.368
2018-05-20 15:50:00,2018-05-20 17:41:00,"Sunday",1,15.83,111.5,111.7,9.47
2018-05-20 17:53:00,2018-05-20 18:52:00,"Sunday",1,17.88,58.9666666666667,59.25,6.129
2018-05-20 18:01:00,2018-05-20 19:26:00,"Sunday",1,18.02,85.2833333333333,85.9,4.577
2018-05-20 18:22:00,2018-05-20 19:59:00,"Sunday",1,18.37,97.0333333333333,97.75,9.998
2018-05-20 19:11:00,2018-05-20 20:22:00,"Sunday",1,19.18,70.65,71.35,3.755
2018-05-20 20:53:00,2018-05-20 21:44:00,"Sunday",1,20.88,51.05,51.5333333333333,4.416
2018-05-20 22:03:00,2018-05-21 00:01:00,"Sunday",1,22.05,117.933333333333,118.05,10.222
2018-05-20 23:16:00,2018-05-21 00:44:00,"Sunday",1,23.27,88.45,88.6666666666667,4.864
2018-05-21 01:02:00,2018-05-21 02:36:00,"Monday",0,1.03,93.1333333333333,93.3,5.096
2018-05-21 12:56:00,2018-05-21 16:09:00,"Monday",0,12.93,178.433333333333,193.1,11.533
2018-05-21 13:06:00,2018-05-21 17:32:00,"Monday",0,13.1,264.033333333333,265.833333333333,25.957
2018-05-21 13:23:00,2018-05-21 14:34:00,"Monday",0,13.38,70.3666666666667,70.8,5.426
2018-05-21 15:49:00,2018-05-21 20:37:00,"Monday",0,15.82,16,287.716666666667,1.539
2018-05-21 16:22:00,2018-05-21 16:55:00,"Monday",0,16.37,17.2,32.3166666666667,1.775
2018-05-21 16:31:00,2018-05-21 18:30:00,"Monday",0,16.52,118.683333333333,118.916666666667,7.342
2018-05-21 18:06:00,2018-05-21 20:09:00,"Monday",0,18.1,0.416666666666667,123.766666666667,0.014
2018-05-21 18:24:00,2018-05-21 19:01:00,"Monday",0,18.4,35.75,36.3333333333333,4.102
2018-05-21 18:36:00,2018-05-21 20:30:00,"Monday",0,18.6,113.65,113.8,7.995
2018-05-21 18:38:00,2018-05-21 21:26:00,"Monday",0,18.63,168.216666666667,168.416666666667,15.258
2018-05-21 18:48:00,2018-05-21 20:46:00,"Monday",0,18.8,71.0833333333333,118.133333333333,7.292
2018-05-21 18:58:00,2018-05-22 15:41:00,"Monday",0,18.97,86.2333333333333,1242.43333333333,4.95
2018-05-21 19:53:00,2018-05-21 20:54:00,"Monday",0,19.88,60.8833333333333,61.15,4.475
2018-05-21 20:10:00,2018-05-21 21:12:00,"Monday",0,20.17,62.05,62.3666666666667,3.782
2018-05-21 20:18:00,2018-05-21 20:57:00,"Monday",0,20.3,38.85,39.0666666666667,3.765
2018-05-21 21:15:00,2018-05-22 00:04:00,"Monday",0,21.25,168.316666666667,168.516666666667,19.374
2018-05-21 22:32:00,2018-05-21 23:11:00,"Monday",0,22.53,39.6333333333333,39.7166666666667,2.373
2018-05-22 00:38:00,2018-05-22 02:47:00,"Tuesday",0,0.63,127.8,127.983333333333,6.854
2018-05-22 02:02:00,2018-05-22 03:20:00,"Tuesday",0,2.03,76.8833333333333,77.5166666666667,4.129
2018-05-22 11:43:00,2018-05-22 13:23:00,"Tuesday",0,11.72,98.9166666666667,100.5,2.302
2018-05-22 12:01:00,2018-05-22 12:54:00,"Tuesday",0,12.02,53.6166666666667,53.8,3.401
2018-05-22 12:15:00,2018-05-22 13:31:00,"Tuesday",0,12.25,75.7,75.9333333333333,7.525
2018-05-22 12:58:00,2018-05-22 15:21:00,"Tuesday",0,12.97,143.7,143.833333333333,9.437
2018-05-22 13:43:00,2018-05-22 15:25:00,"Tuesday",0,13.72,100.016666666667,101.416666666667,10.028
2018-05-22 13:56:00,2018-05-22 15:57:00,"Tuesday",0,13.93,110.5,121.583333333333,6.688
2018-05-22 14:58:00,2018-05-22 16:37:00,"Tuesday",0,14.97,98.7833333333333,98.9833333333333,11.304
2018-05-22 15:58:00,2018-05-22 17:58:00,"Tuesday",0,15.97,3.55,119.983333333333,0.121
2018-05-22 16:01:00,2018-05-22 17:11:00,"Tuesday",0,16.02,56.7166666666667,70.1,2.425
2018-05-22 16:34:00,2018-05-22 18:52:00,"Tuesday",0,16.57,138.216666666667,138.35,12.619
2018-05-22 16:52:00,2018-05-22 17:48:00,"Tuesday",0,16.87,50.3833333333333,55.65,2.778
2018-05-22 16:53:00,2018-05-22 18:29:00,"Tuesday",0,16.88,38.2333333333333,96.2666666666667,2.145
2018-05-22 17:29:00,2018-05-22 18:16:00,"Tuesday",0,17.48,46.4333333333333,46.6333333333333,3.252
2018-05-22 17:36:00,2018-05-22 18:00:00,"Tuesday",0,17.6,23.7333333333333,23.9833333333333,2.575
2018-05-22 17:41:00,2018-05-22 18:45:00,"Tuesday",0,17.68,63.2,63.5833333333333,5.307
2018-05-22 17:59:00,2018-05-23 02:06:00,"Tuesday",0,17.98,0.366666666666667,487.033333333333,0.014
2018-05-22 18:13:00,2018-05-22 19:06:00,"Tuesday",0,18.22,52.4333333333333,52.7666666666667,5.219
2018-05-22 19:10:00,2018-05-22 19:40:00,"Tuesday",0,19.17,17.65,30.6,0.896
2018-05-22 20:27:00,2018-05-23 17:31:00,"Tuesday",0,20.45,74.9,1263.9,4.35
2018-05-22 20:58:00,2018-05-22 22:00:00,"Tuesday",0,20.97,61.2166666666667,62.15,6.235
2018-05-22 21:36:00,2018-05-22 23:12:00,"Tuesday",0,21.6,95.45,95.8666666666667,9
2018-05-22 22:22:00,2018-05-22 23:05:00,"Tuesday",0,22.37,42.4833333333333,42.8166666666667,2.548
2018-05-22 22:46:00,2018-05-23 00:22:00,"Tuesday",0,22.77,95.0166666666667,95.3,5.212
2018-05-23 00:32:00,2018-05-23 00:53:00,"Wednesday",0,0.53,21.3,21.55,1.24
2018-05-23 00:57:00,2018-05-23 03:21:00,"Wednesday",0,0.95,120.133333333333,143.766666666667,8.292
2018-05-23 01:00:00,2018-05-23 02:37:00,"Wednesday",0,1,96.6,97.2333333333333,3.852
2018-05-23 12:05:00,2018-05-23 13:23:00,"Wednesday",0,12.08,74.35,77.9833333333333,8.259
2018-05-23 12:09:00,2018-05-23 13:00:00,"Wednesday",0,12.15,50.3166666666667,50.45,3.898
2018-05-23 14:06:00,2018-05-23 15:37:00,"Wednesday",0,14.1,77.3833333333333,91.1333333333333,7.767
2018-05-23 14:48:00,2018-05-23 17:07:00,"Wednesday",0,14.8,138.9,139.033333333333,12.959
2018-05-23 15:04:00,2018-05-23 15:59:00,"Wednesday",0,15.07,53.6333333333333,54.8,2.273
2018-05-23 16:26:00,2018-05-23 17:33:00,"Wednesday",0,16.43,65.8333333333333,66.7,6.592
2018-05-23 16:32:00,2018-05-23 19:06:00,"Wednesday",0,16.53,120.2,153.65,6.651
2018-05-23 16:53:00,2018-05-23 17:17:00,"Wednesday",0,16.88,23.6666666666667,23.8833333333333,2.563
2018-05-23 17:15:00,2018-05-23 18:51:00,"Wednesday",0,17.25,95.05,95.1833333333333,5.614
2018-05-23 17:36:00,2018-05-24 00:10:00,"Wednesday",0,17.6,304,394.816666666667,25.49
2018-05-23 19:10:00,2018-05-23 20:09:00,"Wednesday",0,19.17,58.5,58.8333333333333,5.895
2018-05-23 19:18:00,2018-05-23 21:34:00,"Wednesday",0,19.3,108.966666666667,136.45,5.241
2018-05-23 19:20:00,2018-05-23 20:24:00,"Wednesday",0,19.33,63.7,63.8833333333333,3.351
2018-05-23 19:44:00,2018-05-24 15:42:00,"Wednesday",0,19.73,46.6833333333333,1198.36666666667,0.984
2018-05-23 21:51:00,2018-05-23 22:48:00,"Wednesday",0,21.85,54.8,56.2833333333333,2.656
2018-05-23 22:07:00,2018-05-23 23:05:00,"Wednesday",0,22.12,57.9666666666667,58.2333333333333,4.692
2018-05-23 22:09:00,2018-05-23 22:53:00,"Wednesday",0,22.15,42.95,43.3333333333333,4.498
2018-05-23 22:34:00,2018-05-24 00:16:00,"Wednesday",0,22.57,101.05,101.183333333333,5.419
2018-05-23 22:44:00,2018-05-24 01:22:00,"Wednesday",0,22.73,38.3833333333333,157.283333333333,1.842
2018-05-23 23:07:00,2018-05-24 00:48:00,"Wednesday",0,23.12,96.4,101.35,9.004
2018-05-23 23:41:00,2018-05-24 00:25:00,"Wednesday",0,23.68,43.7333333333333,43.9333333333333,4.301
2018-05-24 04:09:00,2018-05-24 13:28:00,"Thursday",0,4.15,249.866666666667,559.566666666667,18.651
2018-05-24 11:26:00,2018-05-24 14:15:00,"Thursday",0,11.43,167.866666666667,168.066666666667,13.042
2018-05-24 12:05:00,2018-05-24 13:20:00,"Thursday",0,12.08,74.4166666666667,74.6333333333333,7.405
2018-05-24 13:07:00,2018-05-24 14:40:00,"Thursday",0,13.12,73.2833333333333,93.2333333333333,7.234
2018-05-24 14:31:00,2018-05-24 16:24:00,"Thursday",0,14.52,112.966666666667,113.366666666667,11.806
2018-05-24 14:45:00,2018-05-24 15:56:00,"Thursday",0,14.75,70.7833333333333,70.9166666666667,7.084
2018-05-24 15:21:00,2018-05-24 17:46:00,"Thursday",0,15.35,145.516666666667,145.7,14.774
2018-05-24 17:15:00,2018-05-24 23:56:00,"Thursday",0,17.25,102.033333333333,401.216666666667,6.009
2018-05-24 17:48:00,2018-05-24 20:14:00,"Thursday",0,17.8,120.4,145.083333333333,11.218
2018-05-24 18:31:00,2018-05-24 20:47:00,"Thursday",0,18.52,75.65,135.8,3.894
2018-05-24 18:37:00,2018-05-25 15:45:00,"Thursday",0,18.62,72.2,1267.33333333333,4.253
2018-05-24 18:46:00,2018-05-24 19:54:00,"Thursday",0,18.77,67.0333333333333,68.7166666666667,6.697
2018-05-24 19:07:00,2018-05-24 21:40:00,"Thursday",0,19.12,153.366666666667,153.6,13.186
2018-05-24 19:17:00,2018-05-24 20:35:00,"Thursday",0,19.28,76.95,77.45,4.123
2018-05-24 20:31:00,2018-05-24 23:30:00,"Thursday",0,20.52,169.483333333333,179.066666666667,17.67
2018-05-24 21:12:00,2018-05-24 22:24:00,"Thursday",0,21.2,71.7666666666667,71.95,6.157
2018-05-24 21:50:00,2018-05-24 23:09:00,"Thursday",0,21.83,79.2,79.45,7.465
2018-05-24 21:55:00,2018-05-25 02:40:00,"Thursday",0,21.92,0.366666666666667,285.566666666667,0.014
2018-05-24 23:31:00,2018-05-25 02:32:00,"Thursday",0,23.52,133.066666666667,181.166666666667,9.776
2018-05-24 23:53:00,2018-05-25 02:31:00,"Thursday",0,23.88,158.433333333333,158.716666666667,15.43
2018-05-25 00:32:00,2018-05-25 01:59:00,"Friday",0,0.53,86.0833333333333,86.35,8.692
2018-05-25 00:54:00,2018-05-25 03:01:00,"Friday",0,0.9,84.3666666666667,126.566666666667,5.825
2018-05-25 01:43:00,2018-05-25 15:00:00,"Friday",0,1.72,418.833333333333,797.316666666667,46.604
2018-05-25 12:43:00,2018-05-26 03:09:00,"Friday",0,12.72,86.4333333333333,866.05,4.312
2018-05-25 12:53:00,2018-05-25 13:43:00,"Friday",0,12.88,49.5166666666667,49.7666666666667,4.149
2018-05-25 13:31:00,2018-05-25 14:39:00,"Friday",0,13.52,67.6333333333333,67.9,7.919
2018-05-25 14:08:00,2018-05-25 16:01:00,"Friday",0,14.13,87.2333333333333,113.333333333333,8.609
2018-05-25 14:09:00,2018-05-25 18:40:00,"Friday",0,14.15,185.283333333333,270.9,10.113
2018-05-25 16:45:00,2018-05-25 17:19:00,"Friday",0,16.75,33.3666666666667,34,1.943
2018-05-25 16:49:00,2018-05-25 19:14:00,"Friday",0,16.82,144.55,144.683333333333,12.688
2018-05-25 17:13:00,2018-05-25 18:41:00,"Friday",0,17.22,87.1,87.3,5.233
2018-05-25 17:19:00,2018-05-25 17:36:00,"Friday",0,17.32,17.15,17.4333333333333,1.079
2018-05-25 17:42:00,2018-05-25 19:22:00,"Friday",0,17.7,99.85,100.65,9.81
2018-05-25 18:09:00,2018-05-25 18:22:00,"Friday",0,18.15,12.8833333333333,13.05,1.394
2018-05-25 18:12:00,2018-05-25 20:19:00,"Friday",0,18.2,126.816666666667,127.033333333333,8.063
2018-05-25 19:47:00,2018-05-25 21:00:00,"Friday",0,19.78,72.7833333333333,73.2,3.778
2018-05-25 20:20:00,2018-05-25 22:44:00,"Friday",0,20.33,100.5,144.383333333333,5.711
2018-05-25 21:03:00,2018-05-25 22:37:00,"Friday",0,21.05,94.3666666666667,94.5333333333333,9.39
2018-05-25 21:53:00,2018-05-25 22:37:00,"Friday",0,21.88,43.7666666666667,44,4.209
2018-05-25 22:44:00,2018-05-26 00:16:00,"Friday",0,22.73,91.2166666666667,91.4333333333333,10.194
2018-05-25 23:04:00,2018-05-26 00:34:00,"Friday",0,23.07,89.1,89.1666666666667,4.848
2018-05-26 00:35:00,2018-05-26 00:40:00,"Saturday",1,0.58,4.76666666666667,4.96666666666667,0.24
2018-05-26 01:17:00,2018-05-26 03:55:00,"Saturday",1,1.28,75.7833333333333,157.45,4.024
2018-05-26 04:18:00,2018-05-26 06:27:00,"Saturday",1,4.3,128.55,129.166666666667,14.869
