"Start","End","Day","Weekend","Arrival","Charge.Duration","Park.Duration","Energy"
2019-06-29 18:05:00,2019-06-29 20:57:00,"Saturday",1,18.08,171.25,171.75,15.154
2019-06-29 18:45:00,2019-06-29 20:18:00,"Saturday",1,18.75,68.4166666666667,93.2166666666667,4.6
2019-06-29 19:03:00,2019-06-29 20:36:00,"Saturday",1,19.05,16.9333333333333,93.55,1.59
2019-06-29 19:07:00,2019-06-29 20:58:00,"Saturday",1,19.12,110.033333333333,110.466666666667,8.14
2019-06-29 19:56:00,2019-06-29 20:58:00,"Saturday",1,19.93,61.4833333333333,61.8333333333333,3.315
2019-06-29 20:29:00,2019-06-29 22:22:00,"Saturday",1,20.48,112.566666666667,112.85,11.35
2019-06-29 20:53:00,2019-06-30 01:33:00,"Saturday",1,20.88,279.883333333333,280.266666666667,28.331
2019-06-29 22:33:00,2019-06-29 23:25:00,"Saturday",1,22.55,46.2333333333333,51.8833333333333,4.005
2019-06-29 22:46:00,2019-06-29 23:49:00,"Saturday",1,22.77,62.2166666666667,62.5,6.299
2019-06-29 23:08:00,2019-06-30 01:19:00,"Saturday",1,23.13,131.15,131.35,6.482
2019-06-29 23:15:00,2019-06-30 03:56:00,"Saturday",1,23.25,118.816666666667,281.233333333333,5.685
2019-06-29 23:17:00,2019-06-30 01:31:00,"Saturday",1,23.28,133.616666666667,133.833333333333,11.509
2019-06-29 23:29:00,2019-06-30 01:39:00,"Saturday",1,23.48,63.6333333333333,130.2,3.201
2019-06-30 00:15:00,2019-06-30 00:58:00,"Sunday",1,0.25,42.7666666666667,43.05,4.657
2019-06-30 00:23:00,2019-06-30 01:52:00,"Sunday",1,0.38,88.0666666666667,88.6166666666667,4.634
2019-06-30 00:34:00,2019-06-30 03:21:00,"Sunday",1,0.57,166.666666666667,166.983333333333,14.635
2019-06-30 01:00:00,2019-06-30 01:33:00,"Sunday",1,1,32.8166666666667,33.05,3.557
2019-06-30 01:13:00,2019-06-30 03:15:00,"Sunday",1,1.22,121.433333333333,122.533333333333,14.015
2019-06-30 14:14:00,2019-06-30 15:42:00,"Sunday",1,14.23,87.2,88.3166666666667,9.95
2019-06-30 14:49:00,2019-06-30 14:54:00,"Sunday",1,14.82,4.71666666666667,5,0.512
2019-06-30 15:08:00,2019-06-30 20:02:00,"Sunday",1,15.13,213.083333333333,293.966666666667,11.125
2019-06-30 15:13:00,2019-06-30 16:53:00,"Sunday",1,15.22,99.3833333333333,99.7333333333333,5.605
2019-06-30 15:32:00,2019-06-30 19:11:00,"Sunday",1,15.53,219.416666666667,219.633333333333,20.355
2019-06-30 18:21:00,2019-06-30 18:54:00,"Sunday",1,18.35,32.3833333333333,32.6666666666667,1.404
2019-06-30 18:41:00,2019-06-30 19:55:00,"Sunday",1,18.68,73.6166666666667,74.05,3.516
2019-06-30 19:01:00,2019-06-30 20:44:00,"Sunday",1,19.02,103.1,103.25,10.005
2019-06-30 19:01:00,2019-06-30 20:02:00,"Sunday",1,19.02,60.9166666666667,61.15,6.087
2019-06-30 19:25:00,2019-06-30 22:58:00,"Sunday",1,19.42,96.3166666666667,212.983333333333,5.601
2019-06-30 23:16:00,2019-07-01 02:17:00,"Sunday",1,23.27,180.883333333333,181.083333333333,14.943
2019-06-30 23:36:00,2019-07-01 01:08:00,"Sunday",1,23.6,91.7166666666667,92.1333333333333,5.066
2019-06-30 23:38:00,2019-07-01 00:17:00,"Sunday",1,23.63,39.5833333333333,39.8333333333333,1.428
2019-07-01 00:00:00,2019-07-01 01:44:00,"Monday",0,0,103.85,103.983333333333,10.311
2019-07-01 00:36:00,2019-07-01 01:59:00,"Monday",0,0.6,82.4833333333333,83.5166666666667,4.533
2019-07-01 13:21:00,2019-07-01 16:02:00,"Monday",0,13.35,160.683333333333,160.9,12.386
2019-07-01 14:01:00,2019-07-01 19:12:00,"Monday",0,14.02,287.15,311.333333333333,28.235
2019-07-01 14:30:00,2019-07-01 18:47:00,"Monday",0,14.5,187.933333333333,256.8,10.033
2019-07-01 14:44:00,2019-07-01 16:02:00,"Monday",0,14.73,77.2833333333333,77.5833333333333,8.832
2019-07-01 14:49:00,2019-07-01 16:37:00,"Monday",0,14.82,88.65,107.45,4.92
2019-07-01 15:10:00,2019-07-01 17:28:00,"Monday",0,15.17,137.866666666667,138.066666666667,13.971
2019-07-01 15:15:00,2019-07-02 14:11:00,"Monday",0,15.25,19.0333333333333,1376.61666666667,0.984
2019-07-01 15:40:00,2019-07-01 18:13:00,"Monday",0,15.67,152.383333333333,153.116666666667,15.293
2019-07-01 16:53:00,2019-07-01 17:52:00,"Monday",0,16.88,58.5666666666667,58.7833333333333,3.147
2019-07-01 18:11:00,2019-07-01 21:08:00,"Monday",0,18.18,169.116666666667,177.416666666667,8.854
2019-07-01 18:31:00,2019-07-01 19:38:00,"Monday",0,18.52,37.9666666666667,66.2666666666667,2.162
2019-07-01 18:47:00,2019-07-01 23:27:00,"Monday",0,18.78,277.516666666667,279.6,28.154
2019-07-01 18:48:00,2019-07-01 22:43:00,"Monday",0,18.8,227.6,234.85,15.001
2019-07-01 18:55:00,2019-07-01 19:47:00,"Monday",0,18.92,50.7333333333333,51.2333333333333,4.946
2019-07-01 19:00:00,2019-07-01 21:04:00,"Monday",0,19,124.216666666667,124.716666666667,12.311
2019-07-01 19:11:00,2019-07-01 22:06:00,"Monday",0,19.18,167.066666666667,175.216666666667,15.74
2019-07-01 19:53:00,2019-07-01 22:45:00,"Monday",0,19.88,105.566666666667,171.9,6.134
2019-07-01 20:22:00,2019-07-01 21:49:00,"Monday",0,20.37,86.05,86.3666666666667,4.781
2019-07-01 20:48:00,2019-07-02 14:44:00,"Monday",0,20.8,240.133333333333,1075.78333333333,8.752
2019-07-01 20:50:00,2019-07-01 21:57:00,"Monday",0,20.83,61.5,67.1166666666667,5.634
2019-07-01 22:04:00,2019-07-01 23:46:00,"Monday",0,22.07,97.4833333333333,102.666666666667,4.911
2019-07-01 22:52:00,2019-07-02 01:20:00,"Monday",0,22.87,147.916666666667,148.216666666667,11.414
2019-07-02 00:49:00,2019-07-02 02:47:00,"Tuesday",0,0.82,116.516666666667,118.033333333333,6.015
2019-07-02 01:26:00,2019-07-02 02:12:00,"Tuesday",0,1.43,46.5166666666667,46.65,2.634
2019-07-02 01:27:00,2019-07-02 03:31:00,"Tuesday",0,1.45,123.233333333333,123.516666666667,11.327
2019-07-02 01:39:00,2019-07-02 02:08:00,"Tuesday",0,1.65,28.6833333333333,28.8833333333333,3.152
2019-07-02 11:30:00,2019-07-02 20:05:00,"Tuesday",0,11.5,167.8,514.716666666667,11.791
2019-07-02 12:21:00,2019-07-02 15:22:00,"Tuesday",0,12.35,181.183333333333,181.483333333333,9.283
2019-07-02 13:00:00,2019-07-02 14:25:00,"Tuesday",0,13,85.7,85.9,8.745
2019-07-02 13:02:00,2019-07-02 14:33:00,"Tuesday",0,13.03,83.7833333333333,91.0666666666667,4.323
2019-07-02 14:42:00,2019-07-02 15:42:00,"Tuesday",0,14.7,59.6833333333333,59.9,6.574
2019-07-02 14:56:00,2019-07-02 18:10:00,"Tuesday",0,14.93,69.1166666666667,193.566666666667,3.318
2019-07-02 15:23:00,2019-07-02 17:01:00,"Tuesday",0,15.38,58.3833333333333,97.8666666666667,3.305
2019-07-02 15:57:00,2019-07-02 19:22:00,"Tuesday",0,15.95,205.133333333333,205.316666666667,23.517
2019-07-02 16:03:00,2019-07-02 16:05:00,"Tuesday",0,16.05,0.8,1.35,0.062
2019-07-02 16:05:00,2019-07-02 18:41:00,"Tuesday",0,16.08,155.033333333333,155.416666666667,17.475
2019-07-02 18:28:00,2019-07-02 19:47:00,"Tuesday",0,18.47,78.3333333333333,78.9333333333333,7.641
2019-07-02 19:04:00,2019-07-02 20:45:00,"Tuesday",0,19.07,100.716666666667,101.5,11.815
2019-07-02 20:50:00,2019-07-02 21:48:00,"Tuesday",0,20.83,57.35,57.7833333333333,5.712
2019-07-02 21:21:00,2019-07-02 22:41:00,"Tuesday",0,21.35,79.5,79.85,7.981
2019-07-02 21:59:00,2019-07-02 22:57:00,"Tuesday",0,21.98,57.7833333333333,58.0833333333333,3.464
2019-07-02 22:31:00,2019-07-02 23:30:00,"Tuesday",0,22.52,58.55,58.6833333333333,5.254
2019-07-02 23:18:00,2019-07-03 00:28:00,"Tuesday",0,23.3,56.6,69.8333333333333,2.774
2019-07-02 23:23:00,2019-07-03 00:44:00,"Tuesday",0,23.38,80.95,81.3,4.782
2019-07-02 23:50:00,2019-07-03 03:13:00,"Tuesday",0,23.83,202.65,202.95,23.439
2019-07-03 00:54:00,2019-07-03 01:31:00,"Wednesday",0,0.9,36.6,36.9833333333333,2.036
2019-07-03 01:16:00,2019-07-03 04:12:00,"Wednesday",0,1.27,175.683333333333,175.916666666667,17.831
2019-07-03 02:37:00,2019-07-03 04:47:00,"Wednesday",0,2.62,129.333333333333,129.766666666667,13.274
2019-07-03 12:25:00,2019-07-03 15:06:00,"Wednesday",0,12.42,107.483333333333,161.033333333333,6.602
2019-07-03 13:22:00,2019-07-03 17:27:00,"Wednesday",0,13.37,244.25,244.633333333333,24.516
2019-07-03 14:11:00,2019-07-03 18:50:00,"Wednesday",0,14.18,278.55,278.733333333333,25.09
2019-07-03 14:53:00,2019-07-03 16:52:00,"Wednesday",0,14.88,118.016666666667,118.316666666667,13.53
2019-07-03 15:01:00,2019-07-03 18:30:00,"Wednesday",0,15.02,209.5,209.7,18.352
2019-07-03 15:27:00,2019-07-03 17:34:00,"Wednesday",0,15.45,125.733333333333,126.466666666667,12.755
2019-07-03 15:40:00,2019-07-03 17:53:00,"Wednesday",0,15.67,132.8,133.033333333333,14.556
2019-07-03 15:53:00,2019-07-03 17:14:00,"Wednesday",0,15.88,81.0333333333333,81.2666666666667,8.887
2019-07-03 16:32:00,2019-07-03 17:22:00,"Wednesday",0,16.53,31.5833333333333,50.75,1.665
2019-07-03 18:44:00,2019-07-03 20:34:00,"Wednesday",0,18.73,110.2,110.433333333333,12.233
2019-07-03 21:12:00,2019-07-03 21:18:00,"Wednesday",0,21.2,5.7,6,0.286
2019-07-03 22:55:00,2019-07-04 00:32:00,"Wednesday",0,22.92,96.6166666666667,96.8333333333333,5.067
2019-07-03 23:37:00,2019-07-04 00:07:00,"Wednesday",0,23.62,29.4333333333333,30.2,2.883
2019-07-04 01:13:00,2019-07-04 03:27:00,"Thursday",0,1.22,131.15,134.1,6.674
2019-07-04 01:57:00,2019-07-04 01:58:00,"Thursday",0,1.95,0.866666666666667,1.4,0.057
2019-07-04 15:21:00,2019-07-04 17:36:00,"Thursday",0,15.35,120.916666666667,134.416666666667,13.105
2019-07-04 15:51:00,2019-07-04 18:00:00,"Thursday",0,15.85,119.966666666667,129.166666666667,14.012
2019-07-04 18:21:00,2019-07-04 19:48:00,"Thursday",0,18.35,86.8833333333333,87.1333333333333,5.646
2019-07-04 18:35:00,2019-07-04 23:28:00,"Thursday",0,18.58,292.266666666667,292.483333333333,16.392
2019-07-04 19:07:00,2019-07-04 23:43:00,"Thursday",0,19.12,275.533333333333,275.783333333333,16.418
2019-07-04 20:01:00,2019-07-04 22:14:00,"Thursday",0,20.02,132.733333333333,133.15,13.365
2019-07-04 23:35:00,2019-07-05 01:12:00,"Thursday",0,23.58,95.8833333333333,96.1333333333333,9.604
2019-07-05 00:01:00,2019-07-05 01:52:00,"Friday",0,0.02,66.5666666666667,111.65,6.708
2019-07-05 02:41:00,2019-07-05 04:49:00,"Friday",0,2.68,127.916666666667,128.583333333333,13.281
2019-07-05 14:50:00,2019-07-05 17:21:00,"Friday",0,14.83,149.65,151.066666666667,17.403
2019-07-05 17:35:00,2019-07-05 18:22:00,"Friday",0,17.58,0.233333333333333,47.35,0.003
2019-07-05 18:13:00,2019-07-05 19:31:00,"Friday",0,18.22,76.85,77.6333333333333,7.571
2019-07-05 18:24:00,2019-07-05 19:24:00,"Friday",0,18.4,17.5333333333333,59.35,0.794
2019-07-05 18:39:00,2019-07-05 21:52:00,"Friday",0,18.65,102.25,192.266666666667,9.654
2019-07-05 18:43:00,2019-07-05 20:24:00,"Friday",0,18.72,100.5,101.033333333333,5.344
2019-07-05 20:17:00,2019-07-05 20:29:00,"Friday",0,20.28,11.7833333333333,11.9333333333333,1.307
2019-07-05 21:23:00,2019-07-05 23:08:00,"Friday",0,21.38,104.683333333333,104.983333333333,11.475
2019-07-05 21:32:00,2019-07-05 22:56:00,"Friday",0,21.53,84.1166666666667,84.3666666666667,4.465
2019-07-05 22:45:00,2019-07-06 00:03:00,"Friday",0,22.75,77.0833333333333,77.4333333333333,4.546
2019-07-05 23:07:00,2019-07-06 01:18:00,"Friday",0,23.12,130.366666666667,130.65,13.111
2019-07-05 23:23:00,2019-07-06 03:13:00,"Friday",0,23.38,140.35,229.683333333333,13.638
2019-07-06 00:15:00,2019-07-06 01:10:00,"Saturday",1,0.25,55.1333333333333,55.35,3.038
2019-07-06 00:49:00,2019-07-06 03:28:00,"Saturday",1,0.82,89.3833333333333,159.25,8.844
2019-07-06 01:27:00,2019-07-06 03:30:00,"Saturday",1,1.45,123.5,123.8,12.788
2019-07-06 02:09:00,2019-07-06 03:12:00,"Saturday",1,2.15,62.3333333333333,62.55,6.376
2019-07-06 07:02:00,2019-07-06 15:08:00,"Saturday",1,7.03,222.4,485.983333333333,12.169
2019-07-06 14:29:00,2019-07-06 21:59:00,"Saturday",1,14.48,449.75,449.85,39.394
2019-07-06 14:30:00,2019-07-06 16:11:00,"Saturday",1,14.5,99.5666666666667,100.15,9.169
2019-07-06 15:37:00,2019-07-06 16:32:00,"Saturday",1,15.62,54.5166666666667,54.8166666666667,5.749
2019-07-06 16:14:00,2019-07-06 18:57:00,"Saturday",1,16.23,144.3,162.983333333333,13.83
2019-07-06 17:36:00,2019-07-06 18:55:00,"Saturday",1,17.6,78.15,78.4666666666667,4.32
2019-07-06 18:41:00,2019-07-06 20:25:00,"Saturday",1,18.68,103.75,104,5.851
2019-07-06 19:00:00,2019-07-06 20:44:00,"Saturday",1,19,104.116666666667,104.4,10.751
2019-07-06 19:02:00,2019-07-06 21:28:00,"Saturday",1,19.03,145.866666666667,146.116666666667,12.067
2019-07-06 19:05:00,2019-07-06 21:35:00,"Saturday",1,19.08,145.5,149.666666666667,7.547
2019-07-06 19:27:00,2019-07-06 23:46:00,"Saturday",1,19.45,257.15,258.45,25.635
2019-07-06 19:46:00,2019-07-06 23:33:00,"Saturday",1,19.77,226.783333333333,227.116666666667,22.959
2019-07-06 21:04:00,2019-07-06 23:03:00,"Saturday",1,21.07,118.55,118.65,11.879
2019-07-06 21:18:00,2019-07-06 23:10:00,"Saturday",1,21.3,111.15,111.533333333333,10.895
2019-07-06 22:11:00,2019-07-06 22:50:00,"Saturday",1,22.18,37.0333333333333,39.0666666666667,3.738
2019-07-06 22:54:00,2019-07-07 00:20:00,"Saturday",1,22.9,86.35,86.6166666666667,8.678
2019-07-06 22:55:00,2019-07-06 23:09:00,"Saturday",1,22.92,13.25,13.7333333333333,1.345
2019-07-06 23:21:00,2019-07-07 00:47:00,"Saturday",1,23.35,85.7,86,4.447
2019-07-06 23:23:00,2019-07-07 00:42:00,"Saturday",1,23.38,78.8666666666667,79.2,7.954
2019-07-07 00:09:00,2019-07-07 02:12:00,"Sunday",1,0.15,123.283333333333,123.583333333333,6.778
2019-07-07 00:54:00,2019-07-07 02:17:00,"Sunday",1,0.9,82.8833333333333,83.1333333333333,8.401
2019-07-07 01:00:00,2019-07-07 01:41:00,"Sunday",1,1,40.4333333333333,40.6333333333333,4.097
2019-07-07 01:33:00,2019-07-07 04:13:00,"Sunday",1,1.55,159.883333333333,160.266666666667,17.115
2019-07-07 07:38:00,2019-07-07 07:44:00,"Sunday",1,7.63,5.65,5.9,0.563
2019-07-07 07:45:00,2019-07-07 07:52:00,"Sunday",1,7.75,6.85,7.1,0.678
2019-07-07 07:52:00,2019-07-07 08:01:00,"Sunday",1,7.87,8.33333333333333,8.55,0.826
2019-07-07 08:01:00,2019-07-07 08:06:00,"Sunday",1,8.02,4.6,4.73333333333333,0.453
2019-07-07 14:31:00,2019-07-07 19:06:00,"Sunday",1,14.52,121.183333333333,275.2,6.139
2019-07-07 14:54:00,2019-07-07 17:36:00,"Sunday",1,14.9,115.883333333333,162.25,5.932
2019-07-07 17:31:00,2019-07-07 17:42:00,"Sunday",1,17.52,10.5333333333333,10.9166666666667,1.088
2019-07-07 18:26:00,2019-07-07 22:03:00,"Sunday",1,18.43,128.016666666667,216.783333333333,8.744
2019-07-07 18:30:00,2019-07-07 20:27:00,"Sunday",1,18.5,116.666666666667,117,10.685
2019-07-07 19:17:00,2019-07-07 21:54:00,"Sunday",1,19.28,156.35,156.633333333333,15.436
2019-07-07 19:29:00,2019-07-07 21:22:00,"Sunday",1,19.48,112.683333333333,112.783333333333,11.711
2019-07-07 19:59:00,2019-07-07 22:07:00,"Sunday",1,19.98,43.1833333333333,127.35,2.093
2019-07-07 20:19:00,2019-07-07 21:39:00,"Sunday",1,20.32,79.2333333333333,79.6333333333333,5.339
2019-07-07 20:40:00,2019-07-07 22:19:00,"Sunday",1,20.67,99.4333333333333,99.85,4.696
2019-07-07 21:01:00,2019-07-07 22:56:00,"Sunday",1,21.02,114.633333333333,114.916666666667,7.457
2019-07-07 21:27:00,2019-07-07 22:31:00,"Sunday",1,21.45,64.6333333333333,64.9833333333333,4.378
2019-07-07 21:38:00,2019-07-07 23:14:00,"Sunday",1,21.63,72.75,96.0833333333333,3.661
2019-07-07 21:46:00,2019-07-07 23:39:00,"Sunday",1,21.77,112.633333333333,113.05,9.588
2019-07-07 21:48:00,2019-07-08 00:49:00,"Sunday",1,21.8,180.466666666667,180.85,9.657
2019-07-07 23:20:00,2019-07-08 01:07:00,"Sunday",1,23.33,73.15,106.666666666667,7.128
2019-07-07 23:29:00,2019-07-08 01:08:00,"Sunday",1,23.48,98.2833333333333,98.45,10.305
2019-07-08 00:34:00,2019-07-08 02:14:00,"Monday",0,0.57,100.2,100.366666666667,10.172
2019-07-08 01:02:00,2019-07-08 01:06:00,"Monday",0,1.03,3.76666666666667,4.13333333333333,0.369
2019-07-08 01:16:00,2019-07-08 02:11:00,"Monday",0,1.27,54.1,54.8666666666667,5.441
2019-07-08 11:34:00,2019-07-08 14:00:00,"Monday",0,11.57,145.716666666667,145.966666666667,7.498
2019-07-08 12:49:00,2019-07-08 16:41:00,"Monday",0,12.82,106.666666666667,231.25,5.744
2019-07-08 14:36:00,2019-07-08 17:49:00,"Monday",0,14.6,161.7,193.083333333333,10.787
2019-07-08 14:42:00,2019-07-08 18:20:00,"Monday",0,14.7,216.866666666667,218.25,21.989
2019-07-08 15:34:00,2019-07-08 17:52:00,"Monday",0,15.57,137.016666666667,137.566666666667,15.82
2019-07-08 16:40:00,2019-07-08 19:36:00,"Monday",0,16.67,25.3666666666667,176.283333333333,1.21
2019-07-08 16:55:00,2019-07-08 18:30:00,"Monday",0,16.92,95.45,95.5666666666667,8.257
2019-07-08 16:57:00,2019-07-08 21:00:00,"Monday",0,16.95,87.45,243,4.154
2019-07-08 17:57:00,2019-07-08 18:43:00,"Monday",0,17.95,46.1833333333333,46.3166666666667,5.292
2019-07-08 17:58:00,2019-07-08 19:11:00,"Monday",0,17.97,72.8833333333333,72.95,7.391
2019-07-08 18:01:00,2019-07-08 20:05:00,"Monday",0,18.02,25.0166666666667,123.716666666667,1.823
2019-07-08 18:14:00,2019-07-08 18:50:00,"Monday",0,18.23,35.2166666666667,35.65,1.953
2019-07-08 19:01:00,2019-07-08 22:58:00,"Monday",0,19.02,236.633333333333,236.916666666667,22.374
2019-07-08 20:04:00,2019-07-09 12:15:00,"Monday",0,20.07,39.5666666666667,970.816666666667,2.208
2019-07-08 20:44:00,2019-07-08 22:54:00,"Monday",0,20.73,129.133333333333,129.533333333333,8.11
2019-07-08 20:57:00,2019-07-08 23:45:00,"Monday",0,20.95,167.8,168.05,17.838
2019-07-08 21:31:00,2019-07-08 22:53:00,"Monday",0,21.52,81.3666666666667,81.9166666666667,5.08
2019-07-08 21:48:00,2019-07-08 22:58:00,"Monday",0,21.8,59.2333333333333,69.9,3.115
2019-07-08 21:53:00,2019-07-08 22:09:00,"Monday",0,21.88,15.4166666666667,15.8833333333333,0.978
2019-07-08 22:49:00,2019-07-09 01:20:00,"Monday",0,22.82,146.3,150.833333333333,14.63
2019-07-08 22:51:00,2019-07-08 23:46:00,"Monday",0,22.85,55.2333333333333,55.4666666666667,5.409
2019-07-08 23:02:00,2019-07-09 00:08:00,"Monday",0,23.03,65.3666666666667,65.6166666666667,6.357
2019-07-08 23:35:00,2019-07-09 01:32:00,"Monday",0,23.58,116.35,116.666666666667,11.927
2019-07-09 00:24:00,2019-07-09 03:11:00,"Tuesday",0,0.4,166.883333333333,167.433333333333,16.543
2019-07-09 00:48:00,2019-07-09 01:59:00,"Tuesday",0,0.8,70.4166666666667,70.85,7.513
2019-07-09 00:54:00,2019-07-09 03:44:00,"Tuesday",0,0.9,169.25,169.5,13.761
2019-07-09 00:54:00,2019-07-09 02:42:00,"Tuesday",0,0.9,107.533333333333,107.916666666667,5.889
2019-07-09 00:59:00,2019-07-09 02:04:00,"Tuesday",0,0.98,64.0333333333333,64.3333333333333,6.511
2019-07-09 01:36:00,2019-07-09 03:54:00,"Tuesday",0,1.6,137.5,137.9,7.008
2019-07-09 03:01:00,2019-07-09 04:52:00,"Tuesday",0,3.02,110.283333333333,110.466666666667,11.457
2019-07-09 11:30:00,2019-07-09 16:59:00,"Tuesday",0,11.5,136.95,329.816666666667,9.291
2019-07-09 12:22:00,2019-07-09 14:03:00,"Tuesday",0,12.37,100.85,101.166666666667,5.167
2019-07-09 13:24:00,2019-07-09 14:58:00,"Tuesday",0,13.4,41.6333333333333,93.2666666666667,1.733
2019-07-09 13:59:00,2019-07-09 16:20:00,"Tuesday",0,13.98,124.35,140.85,6.619
2019-07-09 14:00:00,2019-07-09 16:31:00,"Tuesday",0,14,150.883333333333,151.2,15.686
2019-07-09 14:28:00,2019-07-09 16:27:00,"Tuesday",0,14.47,86.7833333333333,118.416666666667,2.798
2019-07-09 14:57:00,2019-07-09 18:36:00,"Tuesday",0,14.95,218,218.116666666667,16.35
2019-07-09 15:35:00,2019-07-09 17:30:00,"Tuesday",0,15.58,114.866666666667,115.033333333333,11.446
2019-07-09 15:41:00,2019-07-09 19:24:00,"Tuesday",0,15.68,177.35,223.166666666667,17.633
2019-07-09 15:59:00,2019-07-09 19:47:00,"Tuesday",0,15.98,227.583333333333,227.783333333333,24.913
2019-07-09 16:14:00,2019-07-09 17:45:00,"Tuesday",0,16.23,90.6666666666667,90.8166666666667,9.111
2019-07-09 17:12:00,2019-07-09 20:52:00,"Tuesday",0,17.2,152.533333333333,220.166666666667,7.137
2019-07-09 17:31:00,2019-07-09 20:29:00,"Tuesday",0,17.52,156.683333333333,177.85,9.819
2019-07-09 17:40:00,2019-07-09 20:09:00,"Tuesday",0,17.67,148.85,149.1,14.81
2019-07-09 17:47:00,2019-07-09 20:15:00,"Tuesday",0,17.78,148.033333333333,148.35,15.011
2019-07-09 17:55:00,2019-07-09 20:49:00,"Tuesday",0,17.92,174.166666666667,174.55,16.914
2019-07-09 18:04:00,2019-07-09 19:05:00,"Tuesday",0,18.07,60.7166666666667,61.0833333333333,6.019
2019-07-09 19:26:00,2019-07-09 22:31:00,"Tuesday",0,19.43,64.9,185.083333333333,2.208
2019-07-09 20:11:00,2019-07-09 21:35:00,"Tuesday",0,20.18,83.7333333333333,84.0333333333333,5.178
2019-07-09 22:00:00,2019-07-09 22:44:00,"Tuesday",0,22,43.6166666666667,43.95,2.747
2019-07-09 22:03:00,2019-07-09 23:42:00,"Tuesday",0,22.05,81.2333333333333,98.8166666666667,6.519
2019-07-09 22:42:00,2019-07-10 02:21:00,"Tuesday",0,22.7,121.866666666667,218.45,6.502
2019-07-09 22:45:00,2019-07-10 00:21:00,"Tuesday",0,22.75,96.2166666666667,96.3666666666667,5.93
2019-07-09 22:45:00,2019-07-09 23:42:00,"Tuesday",0,22.75,55.95,56.3666666666667,3.008
2019-07-09 23:08:00,2019-07-10 00:10:00,"Tuesday",0,23.13,61.55,61.7833333333333,5.867
2019-07-09 23:59:00,2019-07-10 01:43:00,"Tuesday",0,23.98,103.966666666667,104.716666666667,10.227
2019-07-10 00:07:00,2019-07-10 03:00:00,"Wednesday",0,0.12,172.65,172.95,17.824
2019-07-10 00:07:00,2019-07-10 02:39:00,"Wednesday",0,0.12,122.9,152.216666666667,6.835
2019-07-10 00:42:00,2019-07-10 01:53:00,"Wednesday",0,0.7,69.8333333333333,70.6333333333333,7.015
2019-07-10 00:50:00,2019-07-10 02:38:00,"Wednesday",0,0.83,107.033333333333,107.433333333333,6.136
2019-07-10 01:25:00,2019-07-10 03:06:00,"Wednesday",0,1.42,70.9,100.766666666667,3.097
2019-07-10 03:05:00,2019-07-10 03:46:00,"Wednesday",0,3.08,40.4666666666667,40.65,4.094
2019-07-10 10:58:00,2019-07-10 14:01:00,"Wednesday",0,10.97,131.433333333333,183.116666666667,7.358
2019-07-10 11:37:00,2019-07-10 14:23:00,"Wednesday",0,11.62,166.15,166.65,8.542
2019-07-10 13:20:00,2019-07-10 17:17:00,"Wednesday",0,13.33,236.783333333333,237.066666666667,19.061
2019-07-10 14:18:00,2019-07-10 16:14:00,"Wednesday",0,14.3,76.8333333333333,116.133333333333,2.415
2019-07-10 14:48:00,2019-07-10 18:59:00,"Wednesday",0,14.8,117.833333333333,250.8,6.004
2019-07-10 14:58:00,2019-07-10 17:19:00,"Wednesday",0,14.97,126.933333333333,140.733333333333,6.78
2019-07-10 15:04:00,2019-07-10 18:02:00,"Wednesday",0,15.07,177.95,178.416666666667,18.355
2019-07-10 15:12:00,2019-07-10 17:43:00,"Wednesday",0,15.2,111.15,150.666666666667,7.606
2019-07-10 15:18:00,2019-07-10 16:15:00,"Wednesday",0,15.3,57.4666666666667,57.7,3.702
2019-07-10 16:07:00,2019-07-10 18:11:00,"Wednesday",0,16.12,124.2,124.466666666667,6.878
2019-07-10 17:35:00,2019-07-10 18:35:00,"Wednesday",0,17.58,60.3333333333333,60.6333333333333,3.354
2019-07-10 17:37:00,2019-07-10 20:05:00,"Wednesday",0,17.62,148.283333333333,148.583333333333,9.672
2019-07-10 17:55:00,2019-07-11 00:26:00,"Wednesday",0,17.92,176.283333333333,390.6,12.089
2019-07-10 18:11:00,2019-07-10 22:35:00,"Wednesday",0,18.18,126.6,263.45,8.639
2019-07-10 18:11:00,2019-07-10 21:26:00,"Wednesday",0,18.18,121.466666666667,194.85,5.679
2019-07-10 18:12:00,2019-07-10 20:29:00,"Wednesday",0,18.2,108.916666666667,137,10.845
2019-07-10 18:18:00,2019-07-10 19:37:00,"Wednesday",0,18.3,77.9833333333333,78.65,4.715
2019-07-10 20:50:00,2019-07-10 22:08:00,"Wednesday",0,20.83,77.9333333333333,78.0666666666667,4.283
2019-07-10 21:27:00,2019-07-11 04:12:00,"Wednesday",0,21.45,405.216666666667,405.383333333333,40.437
2019-07-10 21:53:00,2019-07-10 22:55:00,"Wednesday",0,21.88,62.1,62.3833333333333,6.752
2019-07-10 22:27:00,2019-07-10 23:32:00,"Wednesday",0,22.45,64.5,64.7,6.401
2019-07-10 22:42:00,2019-07-10 22:49:00,"Wednesday",0,22.7,6.36666666666667,6.85,0.626
2019-07-10 22:58:00,2019-07-11 00:13:00,"Wednesday",0,22.97,74.8666666666667,75.0333333333333,6.143
2019-07-10 23:08:00,2019-07-11 01:50:00,"Wednesday",0,23.13,161.8,162.083333333333,13.79
2019-07-10 23:35:00,2019-07-11 01:22:00,"Wednesday",0,23.58,106.383333333333,106.766666666667,10.905
