"Start","End","Day","Weekend","Arrival","Park.Duration","Energy"
2017-09-22 01:00:00,2017-09-22 01:24:00,"Friday",0,1,24,6.94
2017-09-22 01:26:00,2017-09-22 16:45:00,"Friday",0,1.43,919,15.9
2017-09-22 01:53:00,2017-09-22 02:25:00,"Friday",0,1.88,32,3.76
2017-09-22 02:09:00,2017-09-22 03:09:00,"Friday",0,2.15,60,10.14
2017-09-22 04:25:00,2017-09-22 04:49:00,"Friday",0,4.42,24,13.7
2017-09-22 05:07:00,2017-09-22 05:49:00,"Friday",0,5.12,42,11.16
2017-09-22 05:52:00,2017-09-22 06:19:00,"Friday",0,5.87,27,11.39
2017-09-22 06:02:00,2017-09-22 06:07:00,"Friday",0,6.03,5,2.23
2017-09-22 06:19:00,2017-09-22 06:33:00,"Friday",0,6.32,14,6.25
2017-09-22 06:38:00,2017-09-22 06:41:00,"Friday",0,6.63,3,1.26
2017-09-22 07:00:00,2017-09-22 07:24:00,"Friday",0,7,24,6.97
2017-09-22 07:27:00,2017-09-22 07:53:00,"Friday",0,7.45,26,1.5
2017-09-22 07:46:00,2017-09-22 08:25:00,"Friday",0,7.77,39,11.82
2017-09-22 07:49:00,2017-09-22 07:56:00,"Friday",0,7.82,7,3.35
2017-09-22 08:00:00,2017-09-22 13:17:00,"Friday",0,8,317,7.539
2017-09-22 08:01:00,2017-09-22 08:16:00,"Friday",0,8.02,15,5.72
2017-09-22 08:04:00,2017-09-22 11:52:00,"Friday",0,8.07,228,13.58
2017-09-22 08:15:00,2017-09-22 08:55:00,"Friday",0,8.25,40,4.9
2017-09-22 08:20:00,2017-09-22 08:39:00,"Friday",0,8.33,19,5.95
2017-09-22 08:30:00,2017-09-22 08:44:00,"Friday",0,8.5,14,8.86
2017-09-22 08:33:00,2017-09-22 09:15:00,"Friday",0,8.55,42,4.39
2017-09-22 08:45:00,2017-09-22 16:04:00,"Friday",0,8.75,439,13.59
2017-09-22 08:50:00,2017-09-22 09:03:00,"Friday",0,8.83,13,1.33
2017-09-22 08:56:00,2017-09-22 09:20:00,"Friday",0,8.93,24,15.15
2017-09-22 09:03:00,2017-09-22 10:03:00,"Friday",0,9.05,60,8.33
2017-09-22 09:06:00,2017-09-22 13:35:00,"Friday",0,9.1,269,22.65
2017-09-22 09:06:00,2017-09-22 09:17:00,"Friday",0,9.1,11,5.74
2017-09-22 09:18:00,2017-09-22 12:16:00,"Friday",0,9.3,178,6.442
2017-09-22 09:20:00,2017-09-22 09:30:00,"Friday",0,9.33,10,5.07
2017-09-22 09:22:00,2017-09-22 09:32:00,"Friday",0,9.37,10,0.52
2017-09-22 09:26:00,2017-09-22 10:16:00,"Friday",0,9.43,50,2.47
2017-09-22 09:36:00,2017-09-22 10:02:00,"Friday",0,9.6,26,6.45
2017-09-22 09:37:00,2017-09-22 10:07:00,"Friday",0,9.62,30,3.14
2017-09-22 09:42:00,2017-09-22 10:05:00,"Friday",0,9.7,23,11.05
2017-09-22 09:49:00,2017-09-22 10:32:00,"Friday",0,9.82,43,2.535
2017-09-22 10:03:00,2017-09-22 13:45:00,"Friday",0,10.05,222,12.86
2017-09-22 10:03:00,2017-09-22 11:52:00,"Friday",0,10.05,109,6.46
2017-09-22 10:04:00,2017-09-22 10:33:00,"Friday",0,10.07,29,16.43
2017-09-22 10:04:00,2017-09-22 12:01:00,"Friday",0,10.07,117,6.941
2017-09-22 10:08:00,2017-09-22 10:24:00,"Friday",0,10.13,16,4.8
2017-09-22 10:10:00,2017-09-22 10:17:00,"Friday",0,10.17,7,4.86
2017-09-22 10:13:00,2017-09-22 10:37:00,"Friday",0,10.22,24,10.45
2017-09-22 10:17:00,2017-09-22 10:58:00,"Friday",0,10.28,41,3.938
2017-09-22 10:23:00,2017-09-22 15:01:00,"Friday",0,10.38,278,2.31
2017-09-22 10:30:00,2017-09-23 06:08:00,"Friday",0,10.5,1178,9.63
2017-09-22 10:38:00,2017-09-22 11:10:00,"Friday",0,10.63,32,5.709
2017-09-22 10:41:00,2017-09-22 10:53:00,"Friday",0,10.68,12,2.34
2017-09-22 10:43:00,2017-09-22 11:04:00,"Friday",0,10.72,21,11.6
2017-09-22 11:00:00,2017-09-22 13:51:00,"Friday",0,11,171,4.6
2017-09-22 11:12:00,2017-09-22 11:14:00,"Friday",0,11.2,2,0.37
2017-09-22 11:14:00,2017-09-22 11:44:00,"Friday",0,11.23,30,1.25
2017-09-22 11:14:00,2017-09-22 11:28:00,"Friday",0,11.23,14,7.22
2017-09-22 11:16:00,2017-09-22 15:03:00,"Friday",0,11.27,227,42.98
2017-09-22 11:16:00,2017-09-22 11:50:00,"Friday",0,11.27,34,2.63
2017-09-22 11:17:00,2017-09-22 11:42:00,"Friday",0,11.28,25,10.68
2017-09-22 11:26:00,2017-09-22 12:40:00,"Friday",0,11.43,74,2.02
2017-09-22 11:29:00,2017-09-22 11:31:00,"Friday",0,11.48,2,1.13
2017-09-22 11:37:00,2017-09-22 11:44:00,"Friday",0,11.62,7,2.28
2017-09-22 11:44:00,2017-09-22 12:05:00,"Friday",0,11.73,21,6.25
2017-09-22 11:45:00,2017-09-22 12:02:00,"Friday",0,11.75,17,6.99
2017-09-22 11:49:00,2017-09-22 14:04:00,"Friday",0,11.82,135,15.824
2017-09-22 12:03:00,2017-09-22 12:39:00,"Friday",0,12.05,36,12.33
2017-09-22 12:08:00,2017-09-22 12:33:00,"Friday",0,12.13,25,13.33
2017-09-22 12:10:00,2017-09-22 13:01:00,"Friday",0,12.17,51,5.64
2017-09-22 12:10:00,2017-09-22 19:37:00,"Friday",0,12.17,447,3.26
2017-09-22 12:11:00,2017-09-22 17:45:00,"Friday",0,12.18,334,6.86
2017-09-22 12:21:00,2017-09-22 12:42:00,"Friday",0,12.35,21,1.296
2017-09-22 12:25:00,2017-09-22 15:00:00,"Friday",0,12.42,155,9.313
2017-09-22 12:30:00,2017-09-22 12:48:00,"Friday",0,12.5,18,11.56
2017-09-22 12:38:00,2017-09-22 13:15:00,"Friday",0,12.63,37,3.8
2017-09-22 12:39:00,2017-09-23 11:56:00,"Friday",0,12.65,1397,10.422
2017-09-22 12:43:00,2017-09-22 17:57:00,"Friday",0,12.72,314,3.79
2017-09-22 12:47:00,2017-09-22 16:04:00,"Friday",0,12.78,197,9.13
2017-09-22 13:04:00,2017-09-22 15:57:00,"Friday",0,13.07,173,8.1
2017-09-22 13:05:00,2017-09-22 13:41:00,"Friday",0,13.08,36,12.29
2017-09-22 13:13:00,2017-09-22 13:41:00,"Friday",0,13.22,28,11.2
2017-09-22 13:17:00,2017-09-22 16:06:00,"Friday",0,13.28,169,7.05
2017-09-22 13:29:00,2017-09-22 16:06:00,"Friday",0,13.48,157,7.38
2017-09-22 13:42:00,2017-09-22 13:55:00,"Friday",0,13.7,13,4.7
2017-09-22 13:42:00,2017-09-22 13:54:00,"Friday",0,13.7,12,4.52
2017-09-22 13:43:00,2017-09-22 14:05:00,"Friday",0,13.72,22,15.86
2017-09-22 13:55:00,2017-09-22 14:12:00,"Friday",0,13.92,17,5.75
2017-09-22 14:14:00,2017-09-22 14:42:00,"Friday",0,14.23,28,19.97
2017-09-22 14:14:00,2017-09-22 14:19:00,"Friday",0,14.23,5,1.65
2017-09-22 14:15:00,2017-09-22 14:18:00,"Friday",0,14.25,3,1.86
2017-09-22 14:19:00,2017-09-22 14:38:00,"Friday",0,14.32,19,8.3
2017-09-22 14:30:00,2017-09-22 14:53:00,"Friday",0,14.5,23,2.62
2017-09-22 14:36:00,2017-09-22 16:53:00,"Friday",0,14.6,137,5.073
2017-09-22 14:43:00,2017-09-22 16:11:00,"Friday",0,14.72,88,3.32
2017-09-22 14:44:00,2017-09-22 15:25:00,"Friday",0,14.73,41,14.87
2017-09-22 15:18:00,2017-09-22 17:09:00,"Friday",0,15.3,111,6.62
2017-09-22 15:28:00,2017-09-22 15:33:00,"Friday",0,15.47,5,0.56
2017-09-22 15:29:00,2017-09-22 20:40:00,"Friday",0,15.48,311,12.67
2017-09-22 15:30:00,2017-09-22 16:03:00,"Friday",0,15.5,33,9.68
2017-09-22 15:34:00,2017-09-22 16:58:00,"Friday",0,15.57,84,1.17
2017-09-22 15:42:00,2017-09-22 16:20:00,"Friday",0,15.7,38,4.78
2017-09-22 15:58:00,2017-09-22 16:05:00,"Friday",0,15.97,7,3.69
2017-09-22 16:04:00,2017-09-22 16:42:00,"Friday",0,16.07,38,1.968
2017-09-22 16:10:00,2017-09-22 16:15:00,"Friday",0,16.17,5,0.882
2017-09-22 16:11:00,2017-09-22 16:32:00,"Friday",0,16.18,21,10.52
2017-09-22 16:22:00,2017-09-22 17:01:00,"Friday",0,16.37,39,13.24
2017-09-22 16:24:00,2017-09-22 16:40:00,"Friday",0,16.4,16,7.73
2017-09-22 16:28:00,2017-09-22 16:53:00,"Friday",0,16.47,25,17.01
2017-09-22 16:32:00,2017-09-22 16:34:00,"Friday",0,16.53,2,0.97
2017-09-22 16:36:00,2017-09-22 18:21:00,"Friday",0,16.6,105,9.776
2017-09-22 16:36:00,2017-09-22 16:50:00,"Friday",0,16.6,14,9.27
2017-09-22 16:41:00,2017-09-22 16:59:00,"Friday",0,16.68,18,6.61
2017-09-22 16:54:00,2017-09-22 20:11:00,"Friday",0,16.9,197,5.18
2017-09-22 16:59:00,2017-09-22 17:24:00,"Friday",0,16.98,25,11.07
2017-09-22 17:00:00,2017-09-22 17:15:00,"Friday",0,17,15,3.02
2017-09-22 17:03:00,2017-09-22 17:07:00,"Friday",0,17.05,4,1.84
2017-09-22 17:13:00,2017-09-22 17:37:00,"Friday",0,17.22,24,16.35
2017-09-22 17:23:00,2017-09-22 17:31:00,"Friday",0,17.38,8,2.92
2017-09-22 17:27:00,2017-09-22 17:28:00,"Friday",0,17.45,1,0.04
2017-09-22 17:30:00,2017-09-22 17:31:00,"Friday",0,17.5,1,0.05
2017-09-22 17:38:00,2017-09-22 18:22:00,"Friday",0,17.63,44,10.84
2017-09-22 17:42:00,2017-09-22 17:43:00,"Friday",0,17.7,1,0.92
2017-09-22 17:43:00,2017-09-23 07:51:00,"Friday",0,17.72,848,7.61
2017-09-22 17:44:00,2017-09-22 17:57:00,"Friday",0,17.73,13,7.62
2017-09-22 17:44:00,2017-09-22 17:56:00,"Friday",0,17.73,12,7.27
2017-09-22 18:00:00,2017-09-22 18:17:00,"Friday",0,18,17,9.37
2017-09-22 18:12:00,2017-09-22 18:43:00,"Friday",0,18.2,31,19.85
2017-09-22 18:18:00,2017-09-22 18:42:00,"Friday",0,18.3,24,8.91
2017-09-22 18:23:00,2017-09-22 19:07:00,"Friday",0,18.38,44,6.51
2017-09-22 18:27:00,2017-09-22 19:03:00,"Friday",0,18.45,36,10.26
2017-09-22 18:39:00,2017-09-22 19:03:00,"Friday",0,18.65,24,8.83
2017-09-22 18:44:00,2017-09-22 19:35:00,"Friday",0,18.73,51,13.71
2017-09-22 18:48:00,2017-09-22 19:29:00,"Friday",0,18.8,41,7.548
2017-09-22 19:19:00,2017-09-22 19:29:00,"Friday",0,19.32,10,5.1
2017-09-22 19:31:00,2017-09-22 22:37:00,"Friday",0,19.52,186,11.354
2017-09-22 19:37:00,2017-09-22 20:08:00,"Friday",0,19.62,31,15.18
2017-09-22 19:45:00,2017-09-22 20:04:00,"Friday",0,19.75,19,5.49
2017-09-22 19:48:00,2017-09-22 20:02:00,"Friday",0,19.8,14,7.38
2017-09-22 20:08:00,2017-09-22 20:14:00,"Friday",0,20.13,6,2.46
2017-09-22 20:13:00,2017-09-22 20:35:00,"Friday",0,20.22,22,15.14
2017-09-22 20:30:00,2017-09-22 20:40:00,"Friday",0,20.5,10,4.86
2017-09-22 20:48:00,2017-09-22 20:55:00,"Friday",0,20.8,7,3.43
2017-09-22 20:50:00,2017-09-22 21:03:00,"Friday",0,20.83,13,4.24
2017-09-22 20:56:00,2017-09-22 21:13:00,"Friday",0,20.93,17,9.92
2017-09-22 21:26:00,2017-09-22 21:50:00,"Friday",0,21.43,24,13.82
2017-09-22 21:32:00,2017-09-23 07:41:00,"Friday",0,21.53,609,5.26
2017-09-22 21:33:00,2017-09-22 21:51:00,"Friday",0,21.55,18,10.95
2017-09-22 21:37:00,2017-09-22 22:04:00,"Friday",0,21.62,27,7.57
2017-09-22 21:40:00,2017-09-23 06:55:00,"Friday",0,21.67,555,4.19
2017-09-22 21:41:00,2017-09-23 07:04:00,"Friday",0,21.68,563,4.69
2017-09-22 21:42:00,2017-09-23 07:40:00,"Friday",0,21.7,598,6.87
2017-09-22 21:47:00,2017-09-23 07:07:00,"Friday",0,21.78,560,7.83
2017-09-22 21:52:00,2017-09-22 21:59:00,"Friday",0,21.87,7,4.04
2017-09-22 22:03:00,2017-09-22 22:26:00,"Friday",0,22.05,23,13.92
2017-09-22 22:06:00,2017-09-22 22:44:00,"Friday",0,22.1,38,20.86
2017-09-22 22:15:00,2017-09-22 22:34:00,"Friday",0,22.25,19,12.32
2017-09-22 22:20:00,2017-09-22 22:48:00,"Friday",0,22.33,28,8.18
2017-09-22 22:52:00,2017-09-22 23:16:00,"Friday",0,22.87,24,9.21
2017-09-22 23:04:00,2017-09-22 23:50:00,"Friday",0,23.07,46,21.14
2017-09-22 23:20:00,2017-09-23 00:03:00,"Friday",0,23.33,43,14.04
2017-09-22 23:28:00,2017-09-23 00:00:00,"Friday",0,23.47,32,12.06
2017-09-23 00:01:00,2017-09-23 00:28:00,"Saturday",1,0.02,27,10.61
2017-09-23 00:07:00,2017-09-23 00:26:00,"Saturday",1,0.12,19,11.79
2017-09-23 00:10:00,2017-09-23 00:24:00,"Saturday",1,0.17,14,10.27
2017-09-23 00:32:00,2017-09-23 01:00:00,"Saturday",1,0.53,28,14.48
2017-09-23 00:35:00,2017-09-23 01:00:00,"Saturday",1,0.58,25,12.57
2017-09-23 00:43:00,2017-09-23 01:13:00,"Saturday",1,0.72,30,10.29
2017-09-23 01:15:00,2017-09-23 01:44:00,"Saturday",1,1.25,29,16.53
2017-09-23 01:15:00,2017-09-23 01:40:00,"Saturday",1,1.25,25,13.83
2017-09-23 01:16:00,2017-09-23 01:51:00,"Saturday",1,1.27,35,19.48
2017-09-23 01:27:00,2017-09-23 01:37:00,"Saturday",1,1.45,10,7.12
2017-09-23 01:45:00,2017-09-23 02:31:00,"Saturday",1,1.75,46,15.18
2017-09-23 01:45:00,2017-09-23 02:03:00,"Saturday",1,1.75,18,13.4
2017-09-23 01:49:00,2017-09-23 02:23:00,"Saturday",1,1.82,34,19.45
2017-09-23 02:01:00,2017-09-23 02:13:00,"Saturday",1,2.02,12,8.9
2017-09-23 02:04:00,2017-09-23 02:15:00,"Saturday",1,2.07,11,6.06
2017-09-23 02:23:00,2017-09-23 02:32:00,"Saturday",1,2.38,9,4.13
2017-09-23 02:41:00,2017-09-23 02:57:00,"Saturday",1,2.68,16,9.19
2017-09-23 02:42:00,2017-09-23 02:51:00,"Saturday",1,2.7,9,6.39
2017-09-23 03:02:00,2017-09-23 03:26:00,"Saturday",1,3.03,24,13.74
2017-09-23 03:14:00,2017-09-23 03:27:00,"Saturday",1,3.23,13,7.84
2017-09-23 03:40:00,2017-09-23 10:48:00,"Saturday",1,3.67,428,12.291
2017-09-23 04:05:00,2017-09-23 04:16:00,"Saturday",1,4.08,11,6.73
2017-09-23 04:15:00,2017-09-23 04:46:00,"Saturday",1,4.25,31,12.13
2017-09-23 04:29:00,2017-09-23 04:51:00,"Saturday",1,4.48,22,12.56
2017-09-23 04:38:00,2017-09-23 18:45:00,"Saturday",1,4.63,847,17.25
2017-09-23 04:57:00,2017-09-23 05:10:00,"Saturday",1,4.95,13,10.01
2017-09-23 05:11:00,2017-09-23 05:50:00,"Saturday",1,5.18,39,12.95
2017-09-23 05:52:00,2017-09-23 06:40:00,"Saturday",1,5.87,48,18.37
2017-09-23 06:36:00,2017-09-23 07:10:00,"Saturday",1,6.6,34,10.82
2017-09-23 06:42:00,2017-09-23 11:05:00,"Saturday",1,6.7,263,14.92
2017-09-23 07:07:00,2017-09-23 11:04:00,"Saturday",1,7.12,237,15.1
2017-09-23 07:13:00,2017-09-23 07:48:00,"Saturday",1,7.22,35,20.51
2017-09-23 07:25:00,2017-09-23 12:46:00,"Saturday",1,7.42,321,6.57
2017-09-23 08:26:00,2017-09-23 08:38:00,"Saturday",1,8.43,12,8.51
2017-09-23 08:26:00,2017-09-23 14:53:00,"Saturday",1,8.43,387,7.09
2017-09-23 08:45:00,2017-09-23 08:54:00,"Saturday",1,8.75,9,2.25
2017-09-23 08:55:00,2017-09-23 09:21:00,"Saturday",1,8.92,26,9.02
2017-09-23 09:06:00,2017-09-23 09:27:00,"Saturday",1,9.1,21,7.76
2017-09-23 09:18:00,2017-09-23 10:31:00,"Saturday",1,9.3,73,7.991
2017-09-23 09:28:00,2017-09-23 09:41:00,"Saturday",1,9.47,13,5.37
2017-09-23 09:33:00,2017-09-23 15:54:00,"Saturday",1,9.55,381,3.835
2017-09-23 09:38:00,2017-09-23 09:49:00,"Saturday",1,9.63,11,6.35
2017-09-23 09:42:00,2017-09-23 11:04:00,"Saturday",1,9.7,82,8.892
2017-09-23 09:42:00,2017-09-23 10:00:00,"Saturday",1,9.7,18,6.72
2017-09-23 09:47:00,2017-09-23 10:04:00,"Saturday",1,9.78,17,2.63
2017-09-23 09:51:00,2017-09-23 11:34:00,"Saturday",1,9.85,103,6.135
2017-09-23 10:02:00,2017-09-23 16:02:00,"Saturday",1,10.03,360,21.26
2017-09-23 10:03:00,2017-09-23 11:02:00,"Saturday",1,10.05,59,3.39
2017-09-23 10:29:00,2017-09-23 12:07:00,"Saturday",1,10.48,98,2.533
2017-09-23 10:48:00,2017-09-23 10:59:00,"Saturday",1,10.8,11,2.46
2017-09-23 10:48:00,2017-09-23 11:04:00,"Saturday",1,10.8,16,4.93
2017-09-23 10:56:00,2017-09-23 14:39:00,"Saturday",1,10.93,223,33.949
2017-09-23 11:01:00,2017-09-23 11:58:00,"Saturday",1,11.02,57,5.27
2017-09-23 11:06:00,2017-09-23 15:08:00,"Saturday",1,11.1,242,15.06
2017-09-23 11:07:00,2017-09-23 11:42:00,"Saturday",1,11.12,35,17.25
2017-09-23 11:17:00,2017-09-23 11:20:00,"Saturday",1,11.28,3,1.14
2017-09-23 11:25:00,2017-09-23 12:12:00,"Saturday",1,11.42,47,2.825
2017-09-23 11:39:00,2017-09-23 12:01:00,"Saturday",1,11.65,22,1.341
2017-09-23 11:45:00,2017-09-23 13:17:00,"Saturday",1,11.75,92,17.336
2017-09-23 11:48:00,2017-09-23 14:38:00,"Saturday",1,11.8,170,9.34
2017-09-23 11:52:00,2017-09-23 12:20:00,"Saturday",1,11.87,28,17.601
2017-09-23 11:55:00,2017-09-23 12:29:00,"Saturday",1,11.92,34,12.29
2017-09-23 12:16:00,2017-09-23 12:36:00,"Saturday",1,12.27,20,1.14
2017-09-23 12:16:00,2017-09-23 12:25:00,"Saturday",1,12.27,9,3.63
2017-09-23 12:25:00,2017-09-23 12:29:00,"Saturday",1,12.42,4,1.71
2017-09-23 12:27:00,2017-09-23 13:12:00,"Saturday",1,12.45,45,2.168
2017-09-23 12:37:00,2017-09-23 12:59:00,"Saturday",1,12.62,22,10.36
2017-09-23 12:37:00,2017-09-24 07:01:00,"Saturday",1,12.62,1104,8.89
2017-09-23 12:45:00,2017-09-23 18:03:00,"Saturday",1,12.75,318,5.01
2017-09-23 12:48:00,2017-09-23 13:25:00,"Saturday",1,12.8,37,1.96
2017-09-23 13:18:00,2017-09-23 16:03:00,"Saturday",1,13.3,165,3.36
2017-09-23 13:19:00,2017-09-23 16:03:00,"Saturday",1,13.32,164,7.88
2017-09-23 13:22:00,2017-09-23 13:38:00,"Saturday",1,13.37,16,5.56
2017-09-23 13:29:00,2017-09-23 14:20:00,"Saturday",1,13.48,51,5.562
2017-09-23 13:33:00,2017-09-23 13:53:00,"Saturday",1,13.55,20,8.02
2017-09-23 13:35:00,2017-09-23 14:39:00,"Saturday",1,13.58,64,17.903
2017-09-23 13:49:00,2017-09-23 14:26:00,"Saturday",1,13.82,37,13.38
2017-09-23 13:51:00,2017-09-23 14:16:00,"Saturday",1,13.85,25,11.94
2017-09-23 14:08:00,2017-09-23 15:26:00,"Saturday",1,14.13,78,3.739
2017-09-23 14:27:00,2017-09-23 14:35:00,"Saturday",1,14.45,8,1.443
2017-09-23 14:50:00,2017-09-23 15:10:00,"Saturday",1,14.83,20,3.3
2017-09-23 14:57:00,2017-09-23 15:00:00,"Saturday",1,14.95,3,0.08
2017-09-23 15:03:00,2017-09-23 15:10:00,"Saturday",1,15.05,7,3.43
2017-09-23 15:05:00,2017-09-23 15:40:00,"Saturday",1,15.08,35,2.13
2017-09-23 15:05:00,2017-09-23 15:39:00,"Saturday",1,15.08,34,5.96
2017-09-23 15:11:00,2017-09-23 15:49:00,"Saturday",1,15.18,38,13.77
2017-09-23 15:42:00,2017-09-23 16:05:00,"Saturday",1,15.7,23,5.75
2017-09-23 15:55:00,2017-09-23 16:03:00,"Saturday",1,15.92,8,3.82
2017-09-23 15:58:00,2017-09-23 16:46:00,"Saturday",1,15.97,48,8.787
2017-09-23 15:59:00,2017-09-23 16:40:00,"Saturday",1,15.98,41,9.85
2017-09-23 16:05:00,2017-09-23 16:45:00,"Saturday",1,16.08,40,7.696
2017-09-23 16:09:00,2017-09-23 16:30:00,"Saturday",1,16.15,21,12.75
2017-09-23 16:12:00,2017-09-23 16:17:00,"Saturday",1,16.2,5,3.12
2017-09-23 16:20:00,2017-09-24 08:53:00,"Saturday",1,16.33,993,2.2
2017-09-23 16:43:00,2017-09-23 17:15:00,"Saturday",1,16.72,32,21.51
2017-09-23 16:43:00,2017-09-23 17:04:00,"Saturday",1,16.72,21,4.87
2017-09-23 16:51:00,2017-09-23 17:12:00,"Saturday",1,16.85,21,6.74
2017-09-23 17:16:00,2017-09-23 17:37:00,"Saturday",1,17.27,21,6.87
2017-09-23 17:21:00,2017-09-23 17:39:00,"Saturday",1,17.35,18,8.52
2017-09-23 17:22:00,2017-09-23 17:56:00,"Saturday",1,17.37,34,11.01
2017-09-23 17:28:00,2017-09-23 17:38:00,"Saturday",1,17.47,10,4.35
2017-09-23 17:51:00,2017-09-23 18:01:00,"Saturday",1,17.85,10,0.56
2017-09-23 17:55:00,2017-09-23 18:11:00,"Saturday",1,17.92,16,9.92
2017-09-23 18:04:00,2017-09-23 18:39:00,"Saturday",1,18.07,35,15.35
2017-09-23 18:11:00,2017-09-23 18:29:00,"Saturday",1,18.18,18,3.92
2017-09-23 18:41:00,2017-09-23 19:07:00,"Saturday",1,18.68,26,14.27
2017-09-23 18:47:00,2017-09-23 18:52:00,"Saturday",1,18.78,5,3.62
2017-09-23 18:48:00,2017-09-23 19:20:00,"Saturday",1,18.8,32,14.72
2017-09-23 18:48:00,2017-09-23 19:12:00,"Saturday",1,18.8,24,13.84
2017-09-23 19:02:00,2017-09-24 10:55:00,"Saturday",1,19.03,953,14.182
2017-09-23 19:09:00,2017-09-23 19:26:00,"Saturday",1,19.15,17,9.85
2017-09-23 19:22:00,2017-09-23 19:56:00,"Saturday",1,19.37,34,12.577
2017-09-23 19:27:00,2017-09-23 19:47:00,"Saturday",1,19.45,20,7.97
2017-09-23 19:29:00,2017-09-23 19:44:00,"Saturday",1,19.48,15,8.4
2017-09-23 19:34:00,2017-09-23 20:06:00,"Saturday",1,19.57,32,18.38
2017-09-23 19:46:00,2017-09-23 19:49:00,"Saturday",1,19.77,3,1.65
2017-09-23 19:49:00,2017-09-23 20:25:00,"Saturday",1,19.82,36,5.3
2017-09-23 19:56:00,2017-09-23 20:14:00,"Saturday",1,19.93,18,9.13
2017-09-23 20:13:00,2017-09-23 20:47:00,"Saturday",1,20.22,34,12.77
2017-09-23 20:16:00,2017-09-23 20:35:00,"Saturday",1,20.27,19,7.38
2017-09-23 20:27:00,2017-09-23 20:51:00,"Saturday",1,20.45,24,16.88
2017-09-23 20:46:00,2017-09-23 21:05:00,"Saturday",1,20.77,19,6.11
2017-09-23 20:52:00,2017-09-24 07:10:00,"Saturday",1,20.87,618,9.37
2017-09-23 20:53:00,2017-09-23 21:14:00,"Saturday",1,20.88,21,11.33
2017-09-23 21:11:00,2017-09-23 21:37:00,"Saturday",1,21.18,26,10.23
2017-09-23 21:17:00,2017-09-23 21:41:00,"Saturday",1,21.28,24,16.05
2017-09-23 21:18:00,2017-09-23 21:43:00,"Saturday",1,21.3,25,12.05
2017-09-23 21:19:00,2017-09-23 21:29:00,"Saturday",1,21.32,10,5.61
2017-09-23 21:34:00,2017-09-24 07:34:00,"Saturday",1,21.57,600,7.28
2017-09-23 21:34:00,2017-09-24 06:58:00,"Saturday",1,21.57,564,8.85
2017-09-23 21:47:00,2017-09-23 22:25:00,"Saturday",1,21.78,38,12.45
2017-09-23 21:47:00,2017-09-24 07:37:00,"Saturday",1,21.78,590,4.57
2017-09-23 21:51:00,2017-09-23 22:14:00,"Saturday",1,21.85,23,11.7
2017-09-23 21:51:00,2017-09-23 22:22:00,"Saturday",1,21.85,31,10.39
2017-09-23 22:16:00,2017-09-23 22:47:00,"Saturday",1,22.27,31,16.91
2017-09-23 22:23:00,2017-09-23 23:01:00,"Saturday",1,22.38,38,21.78
2017-09-23 22:34:00,2017-09-23 22:46:00,"Saturday",1,22.57,12,5.3
2017-09-23 22:44:00,2017-09-23 22:57:00,"Saturday",1,22.73,13,6.67
2017-09-23 22:48:00,2017-09-23 23:17:00,"Saturday",1,22.8,29,15.96
2017-09-23 23:14:00,2017-09-23 23:45:00,"Saturday",1,23.23,31,17.24
2017-09-23 23:22:00,2017-09-23 23:40:00,"Saturday",1,23.37,18,10.78
2017-09-23 23:30:00,2017-09-24 16:08:00,"Saturday",1,23.5,998,7.8
2017-09-23 23:32:00,2017-09-24 00:00:00,"Saturday",1,23.53,28,11.39
2017-09-23 23:55:00,2017-09-24 00:16:00,"Saturday",1,23.92,21,10.2
2017-09-24 00:00:00,2017-09-24 00:22:00,"Sunday",1,0,22,11.99
2017-09-24 00:08:00,2017-09-24 00:25:00,"Sunday",1,0.13,17,13.01
2017-09-24 00:23:00,2017-09-24 00:47:00,"Sunday",1,0.38,24,13.23
2017-09-24 00:29:00,2017-09-24 00:57:00,"Sunday",1,0.48,28,18.54
2017-09-24 00:45:00,2017-09-24 00:46:00,"Sunday",1,0.75,1,0.93
2017-09-24 00:47:00,2017-09-24 01:17:00,"Sunday",1,0.78,30,18.81
2017-09-24 00:49:00,2017-09-24 01:13:00,"Sunday",1,0.82,24,11.41
2017-09-24 01:11:00,2017-09-24 01:25:00,"Sunday",1,1.18,14,10.21
2017-09-24 01:20:00,2017-09-24 01:50:00,"Sunday",1,1.33,30,14.22
2017-09-24 01:31:00,2017-09-24 01:59:00,"Sunday",1,1.52,28,15.7
2017-09-24 01:36:00,2017-09-24 01:46:00,"Sunday",1,1.6,10,7.62
2017-09-24 01:41:00,2017-09-24 02:02:00,"Sunday",1,1.68,21,12.5
2017-09-24 01:52:00,2017-09-24 02:17:00,"Sunday",1,1.87,25,15.36
2017-09-24 01:54:00,2017-09-24 02:37:00,"Sunday",1,1.9,43,13.45
2017-09-24 02:24:00,2017-09-24 02:44:00,"Sunday",1,2.4,20,15.11
2017-09-24 02:25:00,2017-09-24 02:48:00,"Sunday",1,2.42,23,17.08
2017-09-24 02:39:00,2017-09-24 02:49:00,"Sunday",1,2.65,10,5.5
2017-09-24 02:43:00,2017-09-24 03:15:00,"Sunday",1,2.72,32,16.07
2017-09-24 02:45:00,2017-09-24 03:01:00,"Sunday",1,2.75,16,11.89
2017-09-24 02:48:00,2017-09-24 03:06:00,"Sunday",1,2.8,18,5.16
2017-09-24 03:07:00,2017-09-24 03:25:00,"Sunday",1,3.12,18,13.32
